Gene,GeneName,LRT_stat,stat_full,LRT_day2,LRT_day7,log2FoldChange,x_lrt,y_stat_full,panel_lineage
ENSG00000141622,RNF165,1.84,3.33,0.03,0.18,-0.18,1.84,3.33,endoderm
ENSG00000141627,DYM,6.05,1.01,1.27,0.01,-0.59,6.05,1.01,endoderm
ENSG00000141639,MAPK4,1.77,0.06,0.21,1.27,1.07,1.77,0.06,endoderm
ENSG00000141642,ELAC1,7.08,0.36,2.34,0.0,-1.16,7.08,0.36,endoderm
ENSG00000141644,MBD1,3.68,3.2,0.52,0.09,-1.32,3.68,3.2,endoderm
ENSG00000141646,SMAD4,15.55,2.69,2.08,1.1,-0.66,15.55,2.69,endoderm
ENSG00000141664,ZCCHC2,14.37,1.12,7.78,0.0,-3.68,14.37,1.12,endoderm
ENSG00000141665,FBXO15,4.72,8.25,5.76,0.0,0.4,4.72,8.25,endoderm
ENSG00000141682,PMAIP1,6.69,4.49,6.87,0.14,-2.23,6.69,4.49,endoderm
ENSG00000141696,P3H4,28.5,0.94,5.1,8.64,-2.61,28.5,0.94,endoderm
ENSG00000141698,NT5C3B,25.94,0.3,3.69,3.18,-2.8,25.94,0.3,endoderm
ENSG00000141699,RETREG3,20.76,1.0,7.47,0.5,-2.36,20.76,1.0,endoderm
ENSG00000141736,ERBB2,8.24,4.19,2.39,0.04,0.37,8.24,4.19,endoderm
ENSG00000141741,MIEN1,15.01,1.55,9.41,0.6,-3.71,15.01,1.55,endoderm
ENSG00000141744,PNMT,0.0,0.1,0.08,0.0,-2.18,0.0,0.1,endoderm
ENSG00000141748,ARL5C,2.37,6.01,0.14,0.03,-0.17,2.37,6.01,endoderm
ENSG00000141750,STAC2,2.91,2.51,0.07,0.03,-0.3,2.91,2.51,endoderm
ENSG00000141753,IGFBP4,4.87,4.03,0.17,0.04,-1.36,4.87,4.03,endoderm
ENSG00000141756,FKBP10,27.23,0.29,3.5,0.39,-2.23,27.23,0.29,endoderm
ENSG00000141759,TXNL4A,16.47,3.07,7.46,2.2,-1.44,16.47,3.07,endoderm
ENSG00000141837,CACNA1A,3.61,7.49,7.64,0.1,0.25,3.61,7.49,endoderm
ENSG00000141854,MISP3,8.73,0.35,0.43,0.0,-3.2,8.73,0.35,endoderm
ENSG00000141858,SAMD1,13.89,3.04,7.01,0.45,-3.24,13.89,3.04,endoderm
ENSG00000141867,BRD4,16.2,0.71,6.93,1.78,-3.03,16.2,0.71,endoderm
ENSG00000141873,SLC39A3,5.42,0.07,0.82,0.73,-0.96,5.42,0.07,endoderm
ENSG00000141905,NFIC,9.2,1.58,0.27,0.0,-2.18,9.2,1.58,endoderm
ENSG00000141933,TPGS1,32.92,7.36,4.98,0.07,0.79,32.92,7.36,endoderm
ENSG00000141934,PLPP2,1.59,5.74,0.09,0.02,0.03,1.59,5.74,endoderm
ENSG00000141946,ZIM3,11.5,3.25,1.61,0.39,0.95,11.5,3.25,endoderm
ENSG00000141956,PRDM15,5.09,1.98,0.45,0.26,0.4,5.09,1.98,endoderm
ENSG00000141965,FEM1A,9.2,6.66,11.25,0.36,0.35,9.2,6.66,endoderm
ENSG00000141968,VAV1,9.09,1.54,2.33,2.4,0.85,9.09,1.54,endoderm
ENSG00000141971,MVB12A,24.05,1.04,7.73,0.58,-3.37,24.05,1.04,endoderm
ENSG00000141977,CIB3,4.37,0.13,0.11,0.0,-4.41,4.37,0.13,endoderm
ENSG00000141979,ENSG00000141979,4.25,0.43,0.3,0.0,-1.33,4.25,0.43,endoderm
ENSG00000141985,SH3GL1,17.11,0.57,5.2,0.14,-2.19,17.11,0.57,endoderm
ENSG00000141994,DUS3L,1.47,1.56,1.03,0.0,-0.95,1.47,1.56,endoderm
ENSG00000142002,DPP9,3.57,4.02,0.4,0.16,-0.08,3.57,4.02,endoderm
ENSG00000142025,DMRTC2,0.0,0.14,0.02,0.0,0.95,0.0,0.14,endoderm
ENSG00000142046,TMEM91,14.3,1.49,0.29,1.32,-1.38,14.3,1.49,endoderm
ENSG00000142065,ZFP14,2.02,3.44,0.52,0.0,0.07,2.02,3.44,endoderm
ENSG00000142082,SIRT3,29.88,0.52,5.71,1.18,-4.02,29.88,0.52,endoderm
ENSG00000142089,IFITM3,26.13,0.9,12.56,2.38,-3.5,26.13,0.9,endoderm
ENSG00000142102,PGGHG,0.0,0.95,0.54,1.13,0.15,0.0,0.95,endoderm
ENSG00000142149,HUNK,21.12,3.17,3.84,0.0,-3.41,21.12,3.17,endoderm
ENSG00000142156,COL6A1,6.66,4.21,0.95,0.06,-1.93,6.66,4.21,endoderm
ENSG00000142166,IFNAR1,4.11,4.27,1.94,0.21,0.26,4.11,4.27,endoderm
ENSG00000142168,SOD1,22.97,3.75,18.04,0.3,-4.01,22.97,3.75,endoderm
ENSG00000142173,COL6A2,5.13,1.08,2.34,0.07,-1.67,5.13,1.08,endoderm
ENSG00000142178,SIK1,5.27,0.91,11.17,0.09,-1.65,5.27,0.91,endoderm
ENSG00000142182,DNMT3L,0.0,0.01,0.01,0.32,-0.03,0.0,0.01,endoderm
ENSG00000142185,TRPM2,5.52,0.06,1.52,0.0,2.07,5.52,0.06,endoderm
ENSG00000142186,SCYL1,10.48,1.98,6.57,0.86,-1.96,10.48,1.98,endoderm
ENSG00000142188,TMEM50B,17.46,1.68,0.58,0.35,-0.85,17.46,1.68,endoderm
ENSG00000142192,APP,12.58,1.74,1.28,2.06,-0.1,12.58,1.74,endoderm
ENSG00000142197,DOP1B,12.85,4.28,3.36,0.0,0.8,12.85,4.28,endoderm
ENSG00000142208,AKT1,3.98,0.49,0.34,0.0,-0.73,3.98,0.49,endoderm
ENSG00000142224,IL19,14.91,7.17,2.93,0.14,0.62,14.91,7.17,endoderm
ENSG00000142227,EMP3,14.84,5.56,23.48,0.4,-3.81,14.84,5.56,endoderm
ENSG00000142230,SAE1,25.57,2.73,10.32,1.83,-3.74,25.57,2.73,endoderm
ENSG00000142233,NTN5,4.91,4.4,1.27,0.0,0.71,4.91,4.4,endoderm
ENSG00000142252,GEMIN7,11.9,1.6,6.4,0.36,-3.45,11.9,1.6,endoderm
ENSG00000142273,CBLC,0.0,0.56,1.61,0.05,-0.78,0.0,0.56,endoderm
ENSG00000142279,WTIP,2.88,2.83,1.91,0.11,0.22,2.88,2.83,endoderm
ENSG00000142303,ADAMTS10,2.43,0.29,0.11,0.07,-0.83,2.43,0.29,endoderm
ENSG00000142319,SLC6A3,0.0,0.09,0.0,0.0,-0.75,0.0,0.09,endoderm
ENSG00000142327,RNPEPL1,22.13,0.09,11.82,1.93,-3.47,22.13,0.09,endoderm
ENSG00000142330,CAPN10,6.05,3.26,2.44,0.04,-1.36,6.05,3.26,endoderm
ENSG00000142347,MYO1F,2.46,0.37,0.58,0.02,-0.15,2.46,0.37,endoderm
ENSG00000142396,ERVK3-1,34.69,0.48,28.37,3.62,-2.98,34.69,0.48,endoderm
ENSG00000142405,NLRP12,5.35,4.22,0.6,0.01,0.24,5.35,4.22,endoderm
ENSG00000142408,CACNG8,8.67,3.65,1.47,0.05,-1.04,8.67,3.65,endoderm
ENSG00000142409,ZNF787,16.82,0.74,6.2,0.0,-3.26,16.82,0.74,endoderm
ENSG00000142444,TIMM29,26.67,3.74,47.61,1.54,-5.36,26.67,3.74,endoderm
ENSG00000142449,FBN3,10.07,1.11,2.34,0.02,-2.55,10.07,1.11,endoderm
ENSG00000142453,CARM1,23.82,5.51,12.58,1.69,-3.84,23.82,5.51,endoderm
ENSG00000142459,EVI5L,5.82,2.92,9.7,0.08,0.47,5.82,2.92,endoderm
ENSG00000142494,SLC47A1,6.03,6.23,8.83,0.06,0.68,6.03,6.23,endoderm
ENSG00000142507,PSMB6,3.26,5.3,14.35,0.0,0.2,3.26,5.3,endoderm
ENSG00000142511,GPR32,0.0,0.11,0.0,0.0,-0.52,0.0,0.11,endoderm
ENSG00000142512,SIGLEC10,18.94,5.27,12.52,2.07,1.15,18.94,5.27,endoderm
ENSG00000142513,ACP4,0.0,0.39,0.0,0.0,-1.73,0.0,0.39,endoderm
ENSG00000142515,KLK3,2.07,3.16,0.19,0.62,-0.84,2.07,3.16,endoderm
ENSG00000142528,ZNF473,7.09,0.69,3.2,0.04,-2.94,7.09,0.69,endoderm
ENSG00000142530,GARIN5A,10.19,0.16,3.78,0.05,-4.33,10.19,0.16,endoderm
ENSG00000142534,RPS11,18.41,4.45,14.89,1.37,-3.93,18.41,4.45,endoderm
ENSG00000142538,PTH2,4.34,0.81,0.11,0.0,-3.96,4.34,0.81,endoderm
ENSG00000142539,ENSG00000142539,2.53,0.4,0.0,0.0,-2.29,2.53,0.4,endoderm
ENSG00000142541,RPL13A,22.98,4.84,12.29,2.73,-4.68,22.98,4.84,endoderm
ENSG00000142544,CTU1,5.96,0.75,0.99,0.0,-1.78,5.96,0.75,endoderm
ENSG00000142546,NOSIP,25.84,4.79,8.86,4.56,-4.01,25.84,4.79,endoderm
ENSG00000142549,IGLON5,7.86,0.61,0.18,0.03,-1.84,7.86,0.61,endoderm
ENSG00000142552,RCN3,0.0,0.3,0.19,0.06,-1.35,0.0,0.3,endoderm
ENSG00000142556,ZNF614,15.34,2.82,5.97,0.8,-2.92,15.34,2.82,endoderm
ENSG00000142583,SLC2A5,2.86,8.92,7.6,0.27,0.19,2.86,8.92,endoderm
ENSG00000142599,RERE,6.44,1.57,1.63,0.07,-0.64,6.44,1.57,endoderm
ENSG00000142606,MMEL1,0.0,0.38,0.0,0.29,-0.19,0.0,0.38,endoderm
ENSG00000142609,CFAP74,17.72,5.63,7.15,0.14,0.83,17.72,5.63,endoderm
ENSG00000142611,PRDM16,5.7,1.89,0.2,2.4,-0.72,5.7,1.89,endoderm
ENSG00000142615,CELA2A,1.86,1.77,1.37,0.11,-0.06,1.86,1.77,endoderm
ENSG00000142619,PADI3,0.0,0.01,0.18,0.0,-1.14,0.0,0.01,endoderm
ENSG00000142621,FHAD1,2.2,3.91,5.97,0.07,0.15,2.2,3.91,endoderm
ENSG00000142623,PADI1,0.0,0.06,0.63,0.0,1.31,0.0,0.06,endoderm
ENSG00000142627,EPHA2,0.0,0.07,0.05,0.38,-0.3,0.0,0.07,endoderm
ENSG00000142632,ARHGEF19,14.21,2.17,7.86,4.13,-4.51,14.21,2.17,endoderm
ENSG00000142634,EFHD2,5.5,2.77,3.19,5.32,0.71,5.5,2.77,endoderm
ENSG00000142655,PEX14,8.35,2.53,0.58,0.09,-2.84,8.35,2.53,endoderm
ENSG00000142657,PGD,20.03,3.58,12.48,2.87,-4.45,20.03,3.58,endoderm
ENSG00000142661,MYOM3,3.04,4.34,4.85,0.0,0.59,3.04,4.34,endoderm
ENSG00000142669,SH3BGRL3,11.56,6.87,10.31,0.01,-2.76,11.56,6.87,endoderm
ENSG00000142675,CNKSR1,3.66,1.7,0.68,0.04,-1.34,3.66,1.7,endoderm
ENSG00000142676,RPL11,27.97,4.52,16.46,6.3,-4.49,27.97,4.52,endoderm
ENSG00000142677,IL22RA1,0.0,0.98,1.72,0.0,1.06,0.0,0.98,endoderm
ENSG00000142684,ZNF593,12.46,2.55,6.53,1.03,-2.83,12.46,2.55,endoderm
ENSG00000142686,C1orf216,9.02,0.51,2.59,0.04,-1.31,9.02,0.51,endoderm
ENSG00000142687,KIAA0319L,6.58,3.46,0.6,0.65,-0.33,6.58,3.46,endoderm
ENSG00000142694,EVA1B,18.25,1.89,18.93,0.05,-4.88,18.25,1.89,endoderm
ENSG00000142700,DMRTA2,3.08,0.52,0.79,0.06,-2.37,3.08,0.52,endoderm
ENSG00000142731,PLK4,3.95,0.14,2.69,0.14,-2.97,3.95,0.14,endoderm
ENSG00000142748,FCN3,6.72,0.81,2.29,0.62,1.12,6.72,0.81,endoderm
ENSG00000142751,GPN2,5.17,2.7,0.01,0.0,-0.06,5.17,2.7,endoderm
ENSG00000142765,SYTL1,17.21,6.7,3.25,0.12,0.74,17.21,6.7,endoderm
ENSG00000142784,WDTC1,9.56,0.2,0.63,0.0,-2.54,9.56,0.2,endoderm
ENSG00000142789,CELA3A,1.59,0.46,0.06,0.06,-0.72,1.59,0.46,endoderm
ENSG00000142794,NBPF3,11.85,0.66,1.13,0.38,-1.8,11.85,0.66,endoderm
ENSG00000142798,HSPG2,3.88,5.86,1.26,0.51,-0.27,3.88,5.86,endoderm
ENSG00000142856,ITGB3BP,6.36,0.38,0.8,0.02,-2.77,6.36,0.38,endoderm
ENSG00000142864,SERBP1,28.89,5.91,17.44,2.2,-4.04,28.89,5.91,endoderm
ENSG00000142871,CCN1,0.0,0.02,0.0,0.0,-0.64,0.0,0.02,endoderm
ENSG00000142875,PRKACB,13.83,2.85,4.71,0.74,-3.65,13.83,2.85,endoderm
ENSG00000142892,PIGK,2.65,0.31,0.25,0.05,-2.82,2.65,0.31,endoderm
ENSG00000142910,TINAGL1,3.17,0.59,0.46,0.72,0.84,3.17,0.59,endoderm
ENSG00000142920,AZIN2,24.19,5.7,3.67,1.07,1.22,24.19,5.7,endoderm
ENSG00000142937,RPS8,25.36,3.74,17.47,3.89,-4.11,25.36,3.74,endoderm
ENSG00000142945,KIF2C,11.33,0.07,3.92,0.25,-4.53,11.33,0.07,endoderm
ENSG00000142949,PTPRF,1.28,3.73,0.32,0.0,-0.1,1.28,3.73,endoderm
ENSG00000142959,BEST4,14.43,1.15,0.18,0.0,-4.16,14.43,1.15,endoderm
ENSG00000142961,MOB3C,0.88,1.04,0.02,0.74,-0.32,0.88,1.04,endoderm
ENSG00000142973,CYP4B1,4.04,2.31,1.07,0.08,0.04,4.04,2.31,endoderm
ENSG00000143001,TMEM61,0.0,0.85,0.16,0.0,-0.81,0.0,0.85,endoderm
ENSG00000143006,DMRTB1,0.0,0.99,0.22,0.0,-0.73,0.0,0.99,endoderm
ENSG00000143013,LMO4,26.33,6.86,4.51,0.89,-4.56,26.33,6.86,endoderm
ENSG00000143028,SYPL2,1.05,0.5,0.07,0.0,-1.3,1.05,0.5,endoderm
ENSG00000143032,BARHL2,0.0,0.07,0.0,0.0,-1.64,0.0,0.07,endoderm
ENSG00000143033,MTF2,29.53,3.3,13.64,2.88,-4.33,29.53,3.3,endoderm
ENSG00000143036,SLC44A3,0.0,0.59,0.08,0.05,-0.42,0.0,0.59,endoderm
ENSG00000143061,IGSF3,0.0,0.63,1.34,0.02,-0.45,0.0,0.63,endoderm
ENSG00000143067,ZNF697,5.59,0.04,1.14,0.22,-1.64,5.59,0.04,endoderm
ENSG00000143093,STRIP1,0.0,0.36,0.31,0.05,0.09,0.0,0.36,endoderm
ENSG00000143106,PSMA5,14.99,3.98,12.23,0.05,-3.74,14.99,3.98,endoderm
ENSG00000143110,C1orf162,0.0,0.29,0.16,0.0,-0.49,0.0,0.29,endoderm
ENSG00000143119,CD53,0.0,1.16,0.0,0.0,-2.26,0.0,1.16,endoderm
ENSG00000143126,CELSR2,10.99,0.18,0.0,0.0,-1.64,10.99,0.18,endoderm
ENSG00000143127,ITGA10,3.74,1.71,1.04,0.91,0.7,3.74,1.71,endoderm
ENSG00000143147,GPR161,8.8,1.48,1.49,0.17,-0.82,8.8,1.48,endoderm
ENSG00000143149,ALDH9A1,13.91,0.98,6.36,1.52,-3.26,13.91,0.98,endoderm
ENSG00000143153,ATP1B1,0.63,3.92,3.52,0.01,-0.02,0.63,3.92,endoderm
ENSG00000143155,TIPRL,19.58,1.33,4.63,0.0,-3.12,19.58,1.33,endoderm
ENSG00000143156,NME7,25.12,5.07,11.38,0.57,1.11,25.12,5.07,endoderm
ENSG00000143157,POGK,9.81,1.09,7.45,0.04,-2.55,9.81,1.09,endoderm
ENSG00000143158,MPC2,7.49,0.72,1.87,0.83,-0.01,7.49,0.72,endoderm
ENSG00000143162,CREG1,21.93,2.17,2.1,3.74,1.26,21.93,2.17,endoderm
ENSG00000143164,DCAF6,8.79,1.29,17.68,0.62,-2.34,8.79,1.29,endoderm
ENSG00000143167,GPA33,0.0,2.69,0.27,0.03,0.16,0.0,2.69,endoderm
ENSG00000143171,RXRG,0.0,0.15,0.0,0.0,0.04,0.0,0.15,endoderm
ENSG00000143178,TBX19,9.26,1.32,3.39,0.58,-4.62,9.26,1.32,endoderm
ENSG00000143179,UCK2,10.47,0.34,5.39,0.0,-2.62,10.47,0.34,endoderm
ENSG00000143183,TMCO1,16.5,0.19,11.74,0.78,-3.36,16.5,0.19,endoderm
ENSG00000143190,POU2F1,29.63,0.9,13.74,2.4,-1.76,29.63,0.9,endoderm
ENSG00000143194,MAEL,4.0,0.74,0.0,0.0,0.22,4.0,0.74,endoderm
ENSG00000143195,ILDR2,0.0,0.88,0.01,0.01,-0.04,0.0,0.88,endoderm
ENSG00000143196,DPT,0.0,0.31,0.16,0.0,-0.29,0.0,0.31,endoderm
ENSG00000143198,MGST3,4.09,5.01,3.34,0.0,0.31,4.09,5.01,endoderm
ENSG00000143199,ADCY10,1.91,0.37,0.0,0.0,-1.07,1.91,0.37,endoderm
ENSG00000143207,COP1,15.37,0.83,0.94,3.97,-1.52,15.37,0.83,endoderm
ENSG00000143217,NECTIN4,0.0,0.27,0.3,0.0,-1.21,0.0,0.27,endoderm
ENSG00000143222,UFC1,22.92,0.98,14.3,0.7,-3.32,22.92,0.98,endoderm
ENSG00000143224,PPOX,11.24,1.64,0.1,0.31,-1.31,11.24,1.64,endoderm
ENSG00000143228,NUF2,3.42,0.64,4.4,0.15,-2.64,3.42,0.64,endoderm
ENSG00000143248,RGS5,12.71,1.38,10.21,0.0,-4.28,12.71,1.38,endoderm
ENSG00000143252,SDHC,12.23,1.12,4.8,0.0,-2.38,12.23,1.12,endoderm
ENSG00000143256,PFDN2,12.58,0.15,1.98,0.09,-4.71,12.58,0.15,endoderm
ENSG00000143257,NR1I3,7.97,7.73,16.12,0.13,0.42,7.97,7.73,endoderm
ENSG00000143294,PRCC,6.95,1.24,4.82,0.26,-3.69,6.95,1.24,endoderm
ENSG00000143297,FCRL5,0.72,0.55,1.19,0.63,0.69,0.72,0.55,endoderm
ENSG00000143303,METTL25B,15.55,0.1,7.41,0.2,-3.11,15.55,0.1,endoderm
ENSG00000143314,MRPL24,13.1,0.41,7.86,1.07,-3.74,13.1,0.41,endoderm
ENSG00000143315,PIGM,19.48,2.98,4.29,2.44,-2.3,19.48,2.98,endoderm
ENSG00000143319,ISG20L2,25.96,1.48,9.73,4.09,-1.63,25.96,1.48,endoderm
ENSG00000143320,CRABP2,25.69,0.74,4.72,0.04,-6.01,25.69,0.74,endoderm
ENSG00000143321,HDGF,21.28,3.54,10.57,2.88,-3.68,21.28,3.54,endoderm
ENSG00000143322,ABL2,24.78,2.36,8.98,4.99,-1.2,24.78,2.36,endoderm
ENSG00000143324,XPR1,22.51,4.49,0.47,6.96,0.9,22.51,4.49,endoderm
ENSG00000143333,RGS16,9.33,2.71,0.57,4.56,-2.51,9.33,2.71,endoderm
ENSG00000143337,TOR1AIP1,12.6,2.54,0.08,1.04,0.55,12.6,2.54,endoderm
ENSG00000143340,FAM163A,0.75,0.12,0.16,0.34,1.6,0.75,0.12,endoderm
ENSG00000143341,HMCN1,0.0,0.53,0.01,0.0,-0.68,0.0,0.53,endoderm
ENSG00000143344,RGL1,2.62,1.71,0.06,0.32,-0.79,2.62,1.71,endoderm
ENSG00000143353,LYPLAL1,10.88,0.43,7.98,0.0,-3.6,10.88,0.43,endoderm
ENSG00000143355,LHX9,3.36,0.35,0.0,0.0,-2.02,3.36,0.35,endoderm
ENSG00000143363,PRUNE1,14.06,0.22,4.05,0.29,-4.82,14.06,0.22,endoderm
ENSG00000143365,RORC,0.0,0.79,0.2,0.12,-0.45,0.0,0.79,endoderm
ENSG00000143367,TUFT1,3.8,2.04,0.42,0.02,-0.07,3.8,2.04,endoderm
ENSG00000143368,SF3B4,10.09,0.69,10.65,0.14,-2.76,10.09,0.69,endoderm
ENSG00000143369,ECM1,2.58,0.01,0.0,0.0,-1.41,2.58,0.01,endoderm
ENSG00000143373,ZNF687,5.42,3.26,2.71,0.27,0.34,5.42,3.26,endoderm
ENSG00000143374,TARS2,4.44,4.21,0.26,0.31,0.22,4.44,4.21,endoderm
ENSG00000143375,CGN,12.13,1.87,5.52,0.0,-2.75,12.13,1.87,endoderm
ENSG00000143376,SNX27,4.96,6.96,8.35,0.22,0.3,4.96,6.96,endoderm
ENSG00000143379,SETDB1,2.86,4.09,0.5,0.0,0.05,2.86,4.09,endoderm
ENSG00000143382,ADAMTSL4,3.56,1.36,1.19,0.06,-0.87,3.56,1.36,endoderm
ENSG00000143384,MCL1,34.8,1.28,43.92,3.61,-2.71,34.8,1.28,endoderm
ENSG00000143387,CTSK,5.6,5.35,2.88,0.0,0.52,5.6,5.35,endoderm
ENSG00000143390,RFX5,7.73,2.33,3.6,0.39,-2.67,7.73,2.33,endoderm
ENSG00000143393,PI4KB,6.11,5.26,7.82,0.05,-2.05,6.11,5.26,endoderm
ENSG00000143398,PIP5K1A,10.16,0.83,5.86,0.34,-3.8,10.16,0.83,endoderm
ENSG00000143401,ANP32E,16.9,0.65,6.45,2.55,-3.95,16.9,0.65,endoderm
ENSG00000143409,MINDY1,1.67,3.83,1.71,0.0,-0.03,1.67,3.83,endoderm
ENSG00000143412,ANXA9,8.71,0.18,5.7,0.0,-6.82,8.71,0.18,endoderm
ENSG00000143416,SELENBP1,19.41,1.51,7.9,0.26,-3.8,19.41,1.51,endoderm
ENSG00000143418,CERS2,10.54,5.43,5.78,0.58,-3.17,10.54,5.43,endoderm
ENSG00000143420,ENSA,17.54,0.3,4.69,0.0,-1.25,17.54,0.3,endoderm
ENSG00000143434,SEMA6C,3.27,0.02,0.42,0.16,1.02,3.27,0.02,endoderm
ENSG00000143436,MRPL9,12.53,0.04,3.98,0.82,-4.3,12.53,0.04,endoderm
ENSG00000143437,ARNT,5.5,0.55,1.14,0.05,-0.44,5.5,0.55,endoderm
ENSG00000143442,POGZ,8.87,0.7,0.78,0.76,-1.37,8.87,0.7,endoderm
ENSG00000143443,C1orf56,3.38,1.47,1.83,0.32,-2.69,3.38,1.47,endoderm
ENSG00000143450,OAZ3,2.67,6.57,5.0,0.26,0.05,2.67,6.57,endoderm
ENSG00000143457,GOLPH3L,7.26,2.99,6.12,0.0,-1.63,7.26,2.99,endoderm
ENSG00000143458,GABPB2,4.0,7.23,3.07,0.37,0.25,4.0,7.23,endoderm
ENSG00000143469,SYT14,24.72,1.63,29.53,2.71,-4.24,24.72,1.63,endoderm
ENSG00000143473,KCNH1,5.05,1.02,0.17,0.0,-0.13,5.05,1.02,endoderm
ENSG00000143476,DTL,24.52,5.1,12.16,0.27,-6.23,24.52,5.1,endoderm
ENSG00000143479,DYRK3,7.88,0.35,0.84,0.34,-0.87,7.88,0.35,endoderm
ENSG00000143486,EIF2D,9.41,0.97,0.65,0.0,-1.27,9.41,0.97,endoderm
ENSG00000143493,INTS7,3.98,2.34,0.03,0.03,-0.22,3.98,2.34,endoderm
ENSG00000143494,VASH2,4.82,1.46,0.02,0.51,0.45,4.82,1.46,endoderm
ENSG00000143498,TAF1A,10.84,1.4,2.29,1.11,-1.41,10.84,1.4,endoderm
ENSG00000143499,SMYD2,10.77,3.37,0.62,0.85,-3.68,10.77,3.37,endoderm
ENSG00000143502,SUSD4,3.24,0.44,0.0,0.05,-2.85,3.24,0.44,endoderm
ENSG00000143507,DUSP10,5.76,1.41,1.1,0.15,-2.0,5.76,1.41,endoderm
ENSG00000143512,HHIPL2,2.43,0.21,0.75,0.0,-1.2,2.43,0.21,endoderm
ENSG00000143514,TP53BP2,7.42,0.32,2.39,0.08,-1.98,7.42,0.32,endoderm
ENSG00000143515,ATP8B2,5.89,3.33,0.46,0.02,0.39,5.89,3.33,endoderm
ENSG00000143520,FLG2,6.46,4.08,9.79,0.12,0.32,6.46,4.08,endoderm
ENSG00000143536,CRNN,0.0,0.08,0.02,0.0,-2.06,0.0,0.08,endoderm
ENSG00000143537,ADAM15,7.41,0.99,0.29,0.01,-1.49,7.41,0.99,endoderm
ENSG00000143543,JTB,32.81,3.8,37.07,3.72,-4.89,32.81,3.8,endoderm
ENSG00000143545,RAB13,30.79,0.64,15.91,0.7,-3.73,30.79,0.64,endoderm
ENSG00000143546,S100A8,0.0,0.67,0.21,0.0,0.54,0.0,0.67,endoderm
ENSG00000143549,TPM3,41.39,0.51,36.15,5.72,-2.74,41.39,0.51,endoderm
ENSG00000143552,NUP210L,0.0,0.7,0.18,0.05,-1.08,0.0,0.7,endoderm
ENSG00000143553,SNAPIN,19.06,1.6,2.61,0.25,-4.0,19.06,1.6,endoderm
ENSG00000143554,SLC27A3,12.37,0.65,1.14,0.12,-4.47,12.37,0.65,endoderm
ENSG00000143569,UBAP2L,15.49,3.36,9.97,0.62,-3.79,15.49,3.36,endoderm
ENSG00000143570,SLC39A1,19.93,2.97,10.04,2.12,-4.38,19.93,2.97,endoderm
ENSG00000143575,HAX1,5.62,1.55,0.19,0.02,-0.66,5.62,1.55,endoderm
ENSG00000143578,CREB3L4,9.94,0.55,0.01,0.43,-1.6,9.94,0.55,endoderm
ENSG00000143590,EFNA3,0.0,0.22,0.32,0.58,0.16,0.0,0.22,endoderm
ENSG00000143595,AQP10,0.0,0.46,0.0,0.0,0.19,0.0,0.46,endoderm
ENSG00000143603,KCNN3,5.29,6.91,7.89,0.0,0.37,5.29,6.91,endoderm
ENSG00000143612,C1orf43,26.06,1.04,12.64,5.24,-2.49,26.06,1.04,endoderm
ENSG00000143614,GATAD2B,17.21,0.0,9.14,0.72,-3.39,17.21,0.0,endoderm
ENSG00000143621,ILF2,12.15,7.32,11.64,0.77,-4.53,12.15,7.32,endoderm
ENSG00000143622,RIT1,17.35,4.89,8.37,0.77,-5.56,17.35,4.89,endoderm
ENSG00000143624,INTS3,11.86,0.92,2.5,0.67,-1.39,11.86,0.92,endoderm
ENSG00000143627,PKLR,0.0,0.19,0.6,0.0,0.81,0.0,0.19,endoderm
ENSG00000143631,FLG,3.57,2.33,1.33,0.54,1.45,3.57,2.33,endoderm
ENSG00000143632,ACTA1,3.25,0.09,1.9,0.09,-1.56,3.25,0.09,endoderm
ENSG00000143633,C1orf131,9.06,1.11,1.1,0.57,-0.7,9.06,1.11,endoderm
ENSG00000143653,SCCPDH,5.61,0.5,0.92,0.0,-2.58,5.61,0.5,endoderm
ENSG00000143669,LYST,16.35,5.66,9.95,0.57,0.91,16.35,5.66,endoderm
ENSG00000143674,MAP3K21,1.39,0.51,1.39,0.0,-0.67,1.39,0.51,endoderm
ENSG00000143727,ACP1,11.51,0.15,13.56,0.14,-3.22,11.51,0.15,endoderm
ENSG00000143740,SNAP47,19.93,2.5,2.32,1.51,-3.56,19.93,2.5,endoderm
ENSG00000143742,SRP9,27.8,8.05,18.27,3.04,-4.95,27.8,8.05,endoderm
ENSG00000143748,NVL,3.97,1.65,0.1,0.6,-0.03,3.97,1.65,endoderm
ENSG00000143751,SDE2,5.48,1.91,0.17,0.01,0.26,5.48,1.91,endoderm
ENSG00000143753,DEGS1,5.41,0.96,2.91,0.11,-0.52,5.41,0.96,endoderm
ENSG00000143756,FBXO28,8.4,0.26,2.81,0.13,-2.87,8.4,0.26,endoderm
ENSG00000143761,ARF1,28.15,3.41,11.92,2.89,-4.54,28.15,3.41,endoderm
ENSG00000143768,LEFTY2,0.0,2.83,0.45,0.09,0.18,0.0,2.83,endoderm
ENSG00000143771,CNIH4,9.53,2.91,0.05,0.03,-0.5,9.53,2.91,endoderm
ENSG00000143772,ITPKB,2.86,2.46,0.02,0.67,0.23,2.86,2.46,endoderm
ENSG00000143774,GUK1,29.3,2.14,23.59,3.33,-3.93,29.3,2.14,endoderm
ENSG00000143776,CDC42BPA,9.61,4.41,2.27,0.47,-2.05,9.61,4.41,endoderm
