,25L007999,25L008000,25L008001,25L008011,25L008012,25L008013
ENSMUSG00000022750,0,502,0,123,39,0
ENSMUSG00000022751,0,9,0,0,0,0
ENSMUSG00000022752,0,112,0,66,13,0
ENSMUSG00000022756,0,39,0,0,20,0
ENSMUSG00000022757,0,65,13,93,17,0
ENSMUSG00000022760,0,91,0,196,5,0
ENSMUSG00000022761,0,197,6,580,19,0
ENSMUSG00000022762,0,224,0,0,4,0
ENSMUSG00000022768,0,0,0,25,0,0
ENSMUSG00000022769,0,8,0,0,0,0
ENSMUSG00000022770,0,30,0,30,80,0
ENSMUSG00000022771,0,191,0,0,17,0
ENSMUSG00000022772,0,331,12,2164,109,25
ENSMUSG00000022773,3,262,0,270,5,0
ENSMUSG00000022774,0,128,0,24,2,0
ENSMUSG00000022779,0,15,0,18,0,0
ENSMUSG00000022781,0,289,2,194,54,0
ENSMUSG00000022788,0,147,0,720,18,0
ENSMUSG00000022789,0,319,0,139,81,0
ENSMUSG00000022790,0,0,0,0,1,0
ENSMUSG00000022791,0,53,0,2,7,0
ENSMUSG00000022792,0,7,0,0,0,0
ENSMUSG00000022797,0,0,29,0,0,0
ENSMUSG00000022799,0,4,0,0,0,0
ENSMUSG00000022800,0,260,24,45,35,0
ENSMUSG00000022802,0,1,0,0,1,0
ENSMUSG00000022807,0,57,0,203,0,0
ENSMUSG00000022808,0,227,0,43,0,0
ENSMUSG00000022811,7,310,11,512,73,0
ENSMUSG00000022812,15,2354,142,3504,252,3
ENSMUSG00000022814,0,105,0,0,30,0
ENSMUSG00000022816,0,92,0,32,4,0
ENSMUSG00000022820,0,25,0,7,0,0
ENSMUSG00000022822,0,55,0,13,21,0
ENSMUSG00000022827,0,0,0,0,10,0
ENSMUSG00000022828,0,38,0,3,0,0
ENSMUSG00000022829,0,34,0,24,0,0
ENSMUSG00000022833,0,5,0,0,0,0
ENSMUSG00000022836,0,16,0,1,0,0
ENSMUSG00000022837,0,8,0,0,1,0
ENSMUSG00000022840,0,267,0,327,24,0
ENSMUSG00000022841,0,1468,6,566,296,0
ENSMUSG00000022848,0,183,0,100,24,0
ENSMUSG00000022855,0,588,0,36,32,0
ENSMUSG00000022856,0,277,0,53,16,0
ENSMUSG00000022858,0,394,10,129,26,1
ENSMUSG00000022863,0,138,0,10,2,0
ENSMUSG00000022864,0,170,0,20,2,0
ENSMUSG00000022865,0,233,0,189,75,0
ENSMUSG00000022867,0,1,0,2,0,0
ENSMUSG00000022881,0,6,0,0,0,0
ENSMUSG00000022883,0,1,0,5,0,0
ENSMUSG00000022884,0,134,0,61,2,0
ENSMUSG00000022885,0,82,0,0,0,0
ENSMUSG00000022889,0,10,0,0,0,0
ENSMUSG00000022890,1,390,41,198,37,0
ENSMUSG00000022892,0,164,0,625,24,4
ENSMUSG00000022895,0,74,0,133,7,0
ENSMUSG00000022897,0,80,0,54,6,0
ENSMUSG00000022898,0,31,0,0,0,0
ENSMUSG00000022905,0,12,0,225,0,0
ENSMUSG00000022911,0,8,0,0,0,0
ENSMUSG00000022912,0,0,0,0,4,0
ENSMUSG00000022913,0,0,266,77,0,0
ENSMUSG00000022914,0,158,3099,2,10,0
ENSMUSG00000022935,0,1,0,0,0,0
ENSMUSG00000022940,0,4,0,70,37,0
ENSMUSG00000022941,0,0,0,6,0,0
ENSMUSG00000022945,0,0,0,0,4,0
ENSMUSG00000022946,0,25,0,0,0,0
ENSMUSG00000022948,0,1,0,0,0,0
ENSMUSG00000022951,0,940,0,33,48,0
ENSMUSG00000022956,0,91,580,415,22,0
ENSMUSG00000022957,10,159,0,5,65,0
ENSMUSG00000022961,0,125,81,38,76,0
ENSMUSG00000022962,0,0,0,0,3,0
ENSMUSG00000022964,2,266,529,1025,81,0
ENSMUSG00000022965,0,638,0,245,236,0
ENSMUSG00000022967,0,0,0,16,11,0
ENSMUSG00000022971,0,25,0,0,0,0
ENSMUSG00000022973,0,138,0,162,42,0
ENSMUSG00000022974,0,0,0,153,0,0
ENSMUSG00000022978,0,0,0,0,87,0
ENSMUSG00000022982,0,189,212,119,12,0
ENSMUSG00000022983,0,0,0,0,0,6
ENSMUSG00000022987,0,84,0,2,0,0
ENSMUSG00000022992,0,31,0,260,3,0
ENSMUSG00000022994,0,85,0,0,0,0
ENSMUSG00000022995,0,842,2047,725,50,1
ENSMUSG00000022999,0,28,0,12,0,0
ENSMUSG00000023004,0,332,72,425,20,3
ENSMUSG00000023007,0,64,0,0,0,0
ENSMUSG00000023008,0,6,0,0,0,0
ENSMUSG00000023010,0,1369,0,1374,698,9
ENSMUSG00000023011,0,27,19,0,8,0
ENSMUSG00000023015,0,8,1,1,0,1
ENSMUSG00000023017,0,28,0,11,75,0
ENSMUSG00000023018,0,53,755,26,88,0
ENSMUSG00000023019,0,12,0,0,5,0
ENSMUSG00000023020,14,1292,476,1350,174,10
ENSMUSG00000023021,0,59,0,0,4,0
ENSMUSG00000023025,0,63,0,140,17,0
ENSMUSG00000023026,0,54,0,143,14,0
ENSMUSG00000023027,0,7,0,43,6,0
ENSMUSG00000023030,0,88,0,27,13,0
ENSMUSG00000023032,0,7,0,1,1,0
ENSMUSG00000023033,12,490,44,1057,32,0
ENSMUSG00000023044,0,58,0,195,0,2
ENSMUSG00000023045,0,2,0,0,0,0
ENSMUSG00000023046,0,0,0,47,0,0
ENSMUSG00000023048,0,111,0,814,138,0
ENSMUSG00000023050,0,257,10,126,13,1
ENSMUSG00000023051,56,224,67,242,67,0
ENSMUSG00000023055,0,15,8,8,0,0
ENSMUSG00000023067,1,347,7300,3298,145,0
ENSMUSG00000023068,0,170,0,19,42,0
ENSMUSG00000023072,0,34,9,31,0,0
ENSMUSG00000023074,0,24,0,4,0,0
ENSMUSG00000023075,0,248,11,218,37,0
ENSMUSG00000023079,0,215,0,0,0,0
ENSMUSG00000023087,0,60,9,86,5,0
ENSMUSG00000023088,0,75,0,7,0,0
ENSMUSG00000023089,18,1257,4057,1781,225,7
ENSMUSG00000023092,0,32,0,20,3,0
ENSMUSG00000023094,0,100,0,0,3,0
ENSMUSG00000023104,11,334,0,1472,54,0
ENSMUSG00000023106,0,481,0,489,130,0
ENSMUSG00000023110,0,589,0,326,52,0
ENSMUSG00000023118,3,161,12,815,4,0
ENSMUSG00000023143,0,19,0,87,0,0
ENSMUSG00000023147,0,328,0,43,55,0
ENSMUSG00000023150,0,191,720,117,6,0
ENSMUSG00000023156,5,449,0,33,14,0
ENSMUSG00000023169,0,362,0,30,42,2
ENSMUSG00000023170,0,6,0,30,18,0
ENSMUSG00000023175,0,296,1158,114,43,0
ENSMUSG00000023191,0,6,0,2,0,0
ENSMUSG00000023192,0,0,0,0,1,0
ENSMUSG00000023232,0,12,0,0,0,0
ENSMUSG00000023235,0,295,0,10,2,15
ENSMUSG00000023236,0,354,0,273,84,3
ENSMUSG00000023259,0,0,0,0,14,18
ENSMUSG00000023272,0,0,5277,0,119,0
ENSMUSG00000023277,0,113,0,14,1,0
ENSMUSG00000023284,0,30,0,5,16,0
ENSMUSG00000023286,0,106,0,11,15,0
ENSMUSG00000023307,0,354,0,90,5,0
ENSMUSG00000023328,0,81,0,518,0,0
ENSMUSG00000023330,0,127,0,407,0,6
ENSMUSG00000023345,0,24,1,6,4,0
ENSMUSG00000023353,2,512,0,98,209,7
ENSMUSG00000023452,34,1391,0,108,44,0
ENSMUSG00000023456,2,267,1346,382,69,0
ENSMUSG00000023460,2,316,0,106,210,0
ENSMUSG00000023473,95,51,0,0,0,0
ENSMUSG00000023484,0,29,28,49,9,0
ENSMUSG00000023495,1,1177,82,2388,362,0
ENSMUSG00000023572,0,486,0,754,0,0
ENSMUSG00000023707,66,643,3714,192,78,0
ENSMUSG00000023723,12,597,263,470,117,0
ENSMUSG00000023755,11,294,0,91,16,0
ENSMUSG00000023764,0,0,0,1,0,0
ENSMUSG00000023791,0,98,0,225,35,0
ENSMUSG00000023800,0,4,0,3,0,0
ENSMUSG00000023805,0,114,0,0,0,0
ENSMUSG00000023806,0,15,15,72,0,0
ENSMUSG00000023809,0,65,0,223,6,0
ENSMUSG00000023826,0,20,1,22,5,0
ENSMUSG00000023827,0,220,654,119,6,0
ENSMUSG00000023832,0,215,581,91,10,0
ENSMUSG00000023845,0,36,0,533,0,0
ENSMUSG00000023852,0,0,0,0,5,0
ENSMUSG00000023861,0,243,652,219,34,0
ENSMUSG00000023868,0,339,0,16,3,1
ENSMUSG00000023882,0,2,0,0,0,0
ENSMUSG00000023883,0,33,0,43,9,0
ENSMUSG00000023892,0,3,0,0,2,0
ENSMUSG00000023904,13,1628,174,486,168,3
ENSMUSG00000023905,0,0,0,11,2,0
ENSMUSG00000023908,0,10,0,9,1,0
ENSMUSG00000023909,0,17,10,12,5,0
ENSMUSG00000023911,0,39,0,12,0,0
ENSMUSG00000023915,3,38,0,0,0,0
ENSMUSG00000023919,0,25,0,50,0,0
ENSMUSG00000023923,0,4,34,0,0,0
ENSMUSG00000023927,8,813,2628,710,8,0
ENSMUSG00000023931,0,5,0,6,0,0
ENSMUSG00000023932,0,0,0,10,0,0
ENSMUSG00000023935,0,54,0,5,7,0
ENSMUSG00000023938,0,116,0,20,4,0
ENSMUSG00000023939,0,228,0,111,28,0
ENSMUSG00000023942,0,4,0,0,0,0
ENSMUSG00000023944,0,347,614,141,171,0
ENSMUSG00000023947,0,2,0,1,0,0
ENSMUSG00000023949,7,519,0,819,66,4
ENSMUSG00000023951,0,0,0,2,2,0
ENSMUSG00000023952,0,0,0,0,1,0
ENSMUSG00000023953,0,0,0,0,7,0
ENSMUSG00000023960,2,181,0,14,1,0
ENSMUSG00000023961,0,20,0,4,0,0
ENSMUSG00000023965,0,40,0,9,0,0
ENSMUSG00000023966,0,153,0,0,0,0
ENSMUSG00000023967,92,1355,20,925,100,2
ENSMUSG00000023971,0,7,0,162,27,0
ENSMUSG00000023973,0,0,0,30,0,0
ENSMUSG00000023977,0,104,0,0,39,0
ENSMUSG00000023978,0,0,0,0,3,0
ENSMUSG00000023979,0,0,0,0,5,0
ENSMUSG00000023988,0,196,0,294,13,0
ENSMUSG00000023991,0,41,0,0,6,0
ENSMUSG00000024002,0,295,0,52,33,0
ENSMUSG00000024006,0,23,12,10,0,0
ENSMUSG00000024007,0,37,0,37,87,0
ENSMUSG00000024008,0,231,0,1,0,0
ENSMUSG00000024011,0,0,0,0,1,0
ENSMUSG00000024012,50,1023,755,3065,127,9
ENSMUSG00000024014,0,18,0,33,6,0
ENSMUSG00000024018,0,101,211,256,147,0
ENSMUSG00000024019,0,20,29,17,79,0
ENSMUSG00000024026,0,43,7,34,6,0
ENSMUSG00000024033,0,7,0,0,9,0
ENSMUSG00000024036,0,7,0,8,6,0
ENSMUSG00000024037,0,103,371,932,73,0
ENSMUSG00000024038,37,631,81,530,148,0
ENSMUSG00000024039,0,0,0,0,2,0
ENSMUSG00000024042,0,261,0,7,5,0
ENSMUSG00000024044,0,7,0,1,0,0
ENSMUSG00000024045,0,19,0,13,0,0
ENSMUSG00000024048,0,11,19,33,3,0
ENSMUSG00000024050,0,42,110,22,5,0
ENSMUSG00000024052,0,84,1,22,15,0
ENSMUSG00000024053,0,0,0,38,0,0
ENSMUSG00000024056,0,10,0,2,2,0
ENSMUSG00000024059,0,94,0,265,12,0
ENSMUSG00000024063,18,15,16,68,54,0
ENSMUSG00000024064,0,38,0,0,1,0
ENSMUSG00000024065,0,1,0,4,18,0
ENSMUSG00000024067,0,50,0,683,49,0
ENSMUSG00000024068,0,281,0,83,7,0
ENSMUSG00000024069,0,0,0,0,1,0
ENSMUSG00000024070,0,0,0,8,0,0
ENSMUSG00000024072,0,6,0,0,1,0
ENSMUSG00000024073,0,10,0,1,0,0
ENSMUSG00000024074,0,18,0,73,6,0
ENSMUSG00000024077,0,128,0,7,4,0
ENSMUSG00000024078,0,1,0,0,0,0
ENSMUSG00000024081,0,28,0,5,0,0
ENSMUSG00000024082,0,437,1,124,13,0
ENSMUSG00000024083,0,221,993,1081,75,0
ENSMUSG00000024091,0,262,0,99,1,0
ENSMUSG00000024095,0,8,0,0,0,0
ENSMUSG00000024096,0,255,0,574,53,1
ENSMUSG00000024097,0,268,184,80,5,0
ENSMUSG00000024098,0,111,0,21,0,0
ENSMUSG00000024099,8,140,0,14,13,0
ENSMUSG00000024101,0,248,6146,983,78,0
ENSMUSG00000024104,0,0,0,20,0,0
ENSMUSG00000024109,0,551,130,448,37,0
ENSMUSG00000024112,0,3,0,0,0,0
ENSMUSG00000024118,0,22,0,0,7,0
ENSMUSG00000024120,0,2,0,0,0,0
ENSMUSG00000024121,219,2988,0,1532,522,39
ENSMUSG00000024122,0,55,0,68,17,0
ENSMUSG00000024124,0,0,0,3,5,0
ENSMUSG00000024127,0,30,0,2,11,0
ENSMUSG00000024130,0,3,9,22,1,0
ENSMUSG00000024131,0,0,0,1,13,0
ENSMUSG00000024132,0,4,0,0,0,0
ENSMUSG00000024136,0,0,0,42,0,0
ENSMUSG00000024137,0,0,0,34,0,0
ENSMUSG00000024142,0,4,0,5,136,0
ENSMUSG00000024143,0,12,0,0,0,1
ENSMUSG00000024145,0,44,0,5,1,0
ENSMUSG00000024146,2,1084,6,484,55,0
ENSMUSG00000024150,0,46,0,9,0,0
ENSMUSG00000024151,0,35,0,0,0,0
ENSMUSG00000024154,0,6,0,0,0,0
ENSMUSG00000024158,0,1,0,0,0,0
ENSMUSG00000024160,0,6,0,16,20,0
ENSMUSG00000024163,0,100,0,127,58,2
ENSMUSG00000024165,0,4,0,30,69,0
ENSMUSG00000024170,0,32,0,272,1,0
ENSMUSG00000024172,0,2,0,0,0,0
ENSMUSG00000024180,0,0,0,46,2,0
ENSMUSG00000024181,0,1344,7550,3934,521,0
ENSMUSG00000024182,0,0,0,19,1,0
ENSMUSG00000024186,0,38,22,0,0,0
ENSMUSG00000024187,0,0,0,0,3,0
ENSMUSG00000024188,0,304,0,62,90,0
ENSMUSG00000024191,0,12,0,95,2,0
ENSMUSG00000024193,0,0,0,3,0,0
ENSMUSG00000024194,0,208,0,194,30,0
ENSMUSG00000024197,0,4,0,0,0,0
ENSMUSG00000024201,0,269,0,28,116,0
ENSMUSG00000024206,0,0,15,0,0,0
ENSMUSG00000024208,39,605,0,663,103,0
ENSMUSG00000024212,0,377,0,1730,17,0
ENSMUSG00000024213,197,932,0,85,178,0
ENSMUSG00000024215,0,0,0,17,1,0
ENSMUSG00000024217,1,723,0,268,92,0
ENSMUSG00000024218,68,89,0,41,26,0
ENSMUSG00000024219,62,94,0,0,15,0
ENSMUSG00000024220,0,244,0,47,119,0
ENSMUSG00000024222,0,10,0,67,2,0
ENSMUSG00000024231,0,147,0,32,20,1
ENSMUSG00000024234,0,0,0,15,5,0
ENSMUSG00000024238,0,82,0,113,0,0
ENSMUSG00000024240,0,157,0,8,33,0
ENSMUSG00000024241,0,425,0,82,8,0
ENSMUSG00000024242,0,52,0,0,0,0
ENSMUSG00000024245,0,35,0,11,20,0
ENSMUSG00000024247,0,0,0,0,2,0
ENSMUSG00000024248,47,2202,4254,3072,346,14
ENSMUSG00000024251,0,51,7,36,16,0
ENSMUSG00000024253,0,4,0,0,0,0
ENSMUSG00000024256,0,36,36,5,1,0
ENSMUSG00000024258,0,320,923,175,113,0
ENSMUSG00000024259,0,200,1,139,33,2
ENSMUSG00000024260,0,0,2,0,24,0
ENSMUSG00000024261,20,2196,2028,626,131,0
ENSMUSG00000024268,68,1836,460,2838,191,0
ENSMUSG00000024269,0,660,0,281,9,0
ENSMUSG00000024270,0,7,0,112,0,0
ENSMUSG00000024273,0,208,0,952,66,0
ENSMUSG00000024276,0,38,0,11,16,0
ENSMUSG00000024277,0,149,0,33,25,0
ENSMUSG00000024283,0,997,0,9,20,0
ENSMUSG00000024286,0,428,0,143,14,0
ENSMUSG00000024287,0,38,16,10,3,0
ENSMUSG00000024293,0,94,0,9,0,0
ENSMUSG00000024294,0,963,0,834,236,0
ENSMUSG00000024298,0,194,0,173,18,0
ENSMUSG00000024302,0,227,0,265,86,0
ENSMUSG00000024304,19,57,2,20,0,0
ENSMUSG00000024308,0,8,0,24,0,0
ENSMUSG00000024309,0,37,0,81,7,0
ENSMUSG00000024312,0,2,0,11,2,0
ENSMUSG00000024317,0,20,0,34,1,0
ENSMUSG00000024319,0,0,0,1,0,0
ENSMUSG00000024325,8,0,2313,0,1,0
ENSMUSG00000024327,0,672,9255,184,5,0
ENSMUSG00000024335,0,48,36,13,31,0
ENSMUSG00000024346,0,673,1676,737,162,0
ENSMUSG00000024350,0,267,0,241,20,0
ENSMUSG00000024357,4,0,0,1,0,0
ENSMUSG00000024359,0,27,53,192,4,0
ENSMUSG00000024360,12,184,0,207,31,1
ENSMUSG00000024369,0,57,0,102,17,0
ENSMUSG00000024370,0,21,0,301,0,0
ENSMUSG00000024376,0,0,0,495,0,0
ENSMUSG00000024378,0,576,0,277,53,0
ENSMUSG00000024381,0,96,1467,89,70,0
ENSMUSG00000024382,0,0,0,6,33,0
ENSMUSG00000024383,0,142,0,87,33,0
ENSMUSG00000024384,0,0,0,0,8,0
ENSMUSG00000024387,0,309,0,68,2,8
ENSMUSG00000024392,0,207,0,0,0,0
ENSMUSG00000024393,0,48,0,0,6,0
ENSMUSG00000024397,0,0,0,72,0,0
ENSMUSG00000024400,0,162,28,35,11,0
ENSMUSG00000024403,0,305,0,550,115,12
ENSMUSG00000024404,0,111,15,10,13,0
ENSMUSG00000024410,0,15,0,1,0,0
ENSMUSG00000024414,11,310,0,267,48,0
ENSMUSG00000024420,0,0,0,0,3,0
ENSMUSG00000024422,0,0,7,0,0,0
ENSMUSG00000024423,0,15,1,246,19,0
ENSMUSG00000024424,0,0,0,24,13,0
ENSMUSG00000024425,8,355,464,91,11,0
ENSMUSG00000024426,0,25,251,0,26,0
ENSMUSG00000024427,0,0,0,4,96,0
ENSMUSG00000024429,6,249,29,575,12,4
ENSMUSG00000024430,0,0,0,107,0,0
ENSMUSG00000024431,0,198,0,85,6,0
ENSMUSG00000024436,40,502,0,334,44,0
ENSMUSG00000024442,0,0,0,14,5,0
ENSMUSG00000024446,0,795,45,782,128,0
ENSMUSG00000024454,0,85,0,10,41,0
ENSMUSG00000024456,66,28,14,283,21,0
ENSMUSG00000024457,0,47,0,154,9,0
ENSMUSG00000024462,0,183,0,56,17,0
ENSMUSG00000024472,0,136,0,7,9,0
ENSMUSG00000024474,0,5,0,11,3,0
ENSMUSG00000024477,0,140,0,56,2,0
ENSMUSG00000024479,0,399,0,38,50,0
ENSMUSG00000024480,0,550,426,586,17,0
ENSMUSG00000024483,0,0,0,2,0,0
ENSMUSG00000024486,0,53,0,2,0,0
ENSMUSG00000024487,0,508,0,178,147,0
ENSMUSG00000024491,0,30,0,0,0,0
ENSMUSG00000024493,0,0,0,78,4,0
ENSMUSG00000024498,0,6,0,0,3,0
ENSMUSG00000024500,25,230,0,39,78,4
ENSMUSG00000024501,26,1120,96,1488,189,0
ENSMUSG00000024502,0,514,14,148,5,0
ENSMUSG00000024505,0,0,0,4,0,0
ENSMUSG00000024507,0,26,0,0,0,0
ENSMUSG00000024511,0,26,0,0,3,0
ENSMUSG00000024513,0,80,0,0,0,0
ENSMUSG00000024515,0,431,3524,151,28,0
ENSMUSG00000024516,0,293,0,50,3,0
ENSMUSG00000024517,0,59,0,0,3,0
ENSMUSG00000024524,0,362,446,152,60,0
ENSMUSG00000024525,0,0,0,162,0,0
ENSMUSG00000024526,0,0,0,0,2,0
ENSMUSG00000024527,0,18,0,0,2,0
ENSMUSG00000024528,0,103,0,11,0,0
ENSMUSG00000024530,0,0,0,122,13,0
ENSMUSG00000024533,0,25,0,0,7,0
ENSMUSG00000024534,0,12,0,7,0,0
ENSMUSG00000024535,0,7,0,11,1,2
ENSMUSG00000024537,0,95,0,0,6,0
ENSMUSG00000024539,0,53,0,34,1,0
ENSMUSG00000024544,0,144,0,0,1,0
ENSMUSG00000024548,0,51,0,4,39,0
ENSMUSG00000024556,0,129,0,1,13,0
ENSMUSG00000024558,0,20,0,0,0,0
ENSMUSG00000024560,0,0,0,16,0,0
ENSMUSG00000024561,0,4,182,105,5,0
ENSMUSG00000024563,0,7,0,41,17,0
ENSMUSG00000024566,0,0,0,0,211,0
ENSMUSG00000024570,0,0,2,24,0,0
ENSMUSG00000024571,21,392,0,804,42,29
ENSMUSG00000024576,10,1887,782,1220,235,0
ENSMUSG00000024580,0,171,0,59,10,0
ENSMUSG00000024581,0,728,1,52,58,0
ENSMUSG00000024583,0,144,72,17,1,0
ENSMUSG00000024587,0,398,171,297,74,0
ENSMUSG00000024588,0,48,0,22,34,0
ENSMUSG00000024589,0,433,243,111,51,0
ENSMUSG00000024590,0,5,0,0,0,0
ENSMUSG00000024592,0,176,0,2,3,0
ENSMUSG00000024594,0,301,0,130,88,0
ENSMUSG00000024597,0,7,0,20,5,0
ENSMUSG00000024598,0,0,0,0,5,0
ENSMUSG00000024601,0,65,0,23,0,0
ENSMUSG00000024603,0,178,0,816,57,0
ENSMUSG00000024604,0,307,0,30,29,0
ENSMUSG00000024608,6,1479,5299,1003,135,0
ENSMUSG00000024614,0,13,0,0,0,0
ENSMUSG00000024617,3,1053,31,4404,522,0
ENSMUSG00000024622,0,2,0,0,13,0
ENSMUSG00000024639,6,1221,27,1284,259,5
ENSMUSG00000024642,0,4,99,0,0,0
ENSMUSG00000024644,0,89,5,124,89,0
ENSMUSG00000024645,0,10,0,0,0,0
ENSMUSG00000024646,0,1003,0,269,55,0
ENSMUSG00000024647,0,0,0,3,0,0
ENSMUSG00000024654,0,363,0,7,0,0
ENSMUSG00000024660,0,0,0,21,15,0
ENSMUSG00000024661,6,1444,367,492,95,0
ENSMUSG00000024664,0,92,0,354,15,0
ENSMUSG00000024665,0,114,0,20,59,0
ENSMUSG00000024666,0,48,0,437,3,0
ENSMUSG00000024667,0,25,0,8,0,0
ENSMUSG00000024668,0,82,0,120,2,0
ENSMUSG00000024673,0,7,0,0,2,0
ENSMUSG00000024683,0,537,0,3,6,0
ENSMUSG00000024687,0,39,0,0,0,0
ENSMUSG00000024695,0,274,0,111,34,0
ENSMUSG00000024712,0,218,0,359,19,0
ENSMUSG00000024713,0,0,0,7,0,0
ENSMUSG00000024725,0,60,0,1024,0,0
ENSMUSG00000024726,0,22,0,0,1,0
ENSMUSG00000024732,0,16,2,31,5,0
ENSMUSG00000024735,0,205,0,435,103,0
ENSMUSG00000024736,0,0,0,0,1,0
ENSMUSG00000024740,0,127,0,78,32,0
ENSMUSG00000024742,0,12,0,5,0,0
ENSMUSG00000024743,0,947,6,433,327,0
ENSMUSG00000024750,0,294,0,92,19,0
ENSMUSG00000024758,5,1897,25,1422,215,0
ENSMUSG00000024759,0,11,0,0,7,0
ENSMUSG00000024764,0,108,0,38,1,0
ENSMUSG00000024767,0,754,0,374,63,0
ENSMUSG00000024772,0,82,0,27,0,0
ENSMUSG00000024773,0,34,0,0,0,0
ENSMUSG00000024776,0,41,0,137,2,0
ENSMUSG00000024777,0,149,11,771,75,0
ENSMUSG00000024780,0,55,0,8,9,0
ENSMUSG00000024781,0,100,0,40,4,0
ENSMUSG00000024782,0,40,0,16,5,0
ENSMUSG00000024787,0,58,0,43,0,0
ENSMUSG00000024789,0,0,0,0,9,0
ENSMUSG00000024790,0,100,0,13,36,0
ENSMUSG00000024792,0,133,0,324,2,0
ENSMUSG00000024797,0,125,0,0,0,0
ENSMUSG00000024799,0,24,0,0,0,0
ENSMUSG00000024800,0,12,0,1,1,0
ENSMUSG00000024805,0,2,0,12,0,0
ENSMUSG00000024811,0,15,137,86,2,0
ENSMUSG00000024812,0,0,782,9,0,0
ENSMUSG00000024816,0,0,310,5,0,0
ENSMUSG00000024817,0,0,0,3,0,0
ENSMUSG00000024824,0,29,0,494,35,0
ENSMUSG00000024826,0,377,0,610,8,0
ENSMUSG00000024829,0,127,0,152,10,0
ENSMUSG00000024830,0,86,0,4,57,0
ENSMUSG00000024831,0,11,0,0,0,0
ENSMUSG00000024833,0,6,1,2,0,0
ENSMUSG00000024841,0,158,0,16,11,0
ENSMUSG00000024843,0,36,1,8,4,0
ENSMUSG00000024844,0,292,0,10,6,0
ENSMUSG00000024845,0,333,0,101,71,0
ENSMUSG00000024846,0,77,0,180,0,0
ENSMUSG00000024847,0,91,0,32,0,0
ENSMUSG00000024851,0,49,19,240,3,0
ENSMUSG00000024853,0,59,812,32,6,0
ENSMUSG00000024854,0,0,0,0,1,0
ENSMUSG00000024855,0,124,0,6,9,0
ENSMUSG00000024856,8,0,0,0,3,0
ENSMUSG00000024858,0,135,755,455,18,0
ENSMUSG00000024862,0,14,0,27,0,0
ENSMUSG00000024869,0,3,114,0,2,0
ENSMUSG00000024870,0,140,0,878,95,0
ENSMUSG00000024871,0,16,0,0,0,0
ENSMUSG00000024873,0,292,569,117,122,0
ENSMUSG00000024875,0,348,0,26,41,0
ENSMUSG00000024878,0,39,0,0,0,0
ENSMUSG00000024883,0,6,0,0,0,0
ENSMUSG00000024889,0,112,0,0,0,0
ENSMUSG00000024891,0,43,0,0,1,0
ENSMUSG00000024896,0,0,0,0,1,0
ENSMUSG00000024897,0,44,0,44,26,0
ENSMUSG00000024900,0,0,1,1,0,0
ENSMUSG00000024901,0,16,0,10,4,0
ENSMUSG00000024902,0,521,693,258,26,0
ENSMUSG00000024906,0,0,0,3,0,0
ENSMUSG00000024907,0,0,0,8,0,0
ENSMUSG00000024908,0,0,0,9,0,0
ENSMUSG00000024909,0,0,0,0,1,0
ENSMUSG00000024911,0,18,0,67,0,0
ENSMUSG00000024912,0,0,0,0,2,0
ENSMUSG00000024913,0,3,0,9,0,0
ENSMUSG00000024914,39,715,586,408,68,0
ENSMUSG00000024921,0,476,0,195,19,0
ENSMUSG00000024924,0,36,2705,5,10,0
ENSMUSG00000024925,0,51,0,29,2,0
ENSMUSG00000024926,0,484,0,2728,342,0
ENSMUSG00000024927,0,10,0,0,16,0
ENSMUSG00000024935,0,56,0,204,14,0
ENSMUSG00000024937,110,247,468,501,163,0
ENSMUSG00000024939,0,97,12,139,19,0
ENSMUSG00000024941,0,3,0,15,0,0
ENSMUSG00000024942,0,22,0,0,270,0
ENSMUSG00000024943,0,19,0,10,4,0
ENSMUSG00000024944,34,236,0,291,60,7
ENSMUSG00000024947,0,14,0,0,0,0
ENSMUSG00000024948,0,0,0,0,4,0
ENSMUSG00000024949,0,438,0,85,100,0
ENSMUSG00000024953,1,469,360,1840,188,0
ENSMUSG00000024955,0,12,0,75,3,0
ENSMUSG00000024957,0,21,0,9,2,0
ENSMUSG00000024958,0,178,24,605,4,7
ENSMUSG00000024959,11,2520,13,2182,234,4
ENSMUSG00000024962,9,503,1475,1595,150,5
ENSMUSG00000024963,0,0,0,26,20,0
ENSMUSG00000024966,0,4,590,0,75,0
ENSMUSG00000024969,0,124,0,7,71,0
ENSMUSG00000024970,0,136,0,0,0,0
ENSMUSG00000024974,0,19,0,0,0,0
ENSMUSG00000024975,0,183,0,26,0,0
ENSMUSG00000024976,0,20,0,222,0,0
ENSMUSG00000024978,0,0,0,3,3,0
ENSMUSG00000024981,0,158,0,13,3,0
ENSMUSG00000024982,0,0,0,0,7,0
ENSMUSG00000024983,0,32,0,3,5,0
ENSMUSG00000024990,0,0,0,2,0,0
ENSMUSG00000024991,0,437,0,21,10,0
ENSMUSG00000024992,0,0,0,7,0,0
ENSMUSG00000024993,0,73,0,3,37,0
ENSMUSG00000024997,0,101,0,250,49,0
ENSMUSG00000024999,0,20,0,0,0,0
ENSMUSG00000025001,0,13,0,1,0,0
ENSMUSG00000025006,0,19,0,12,12,0
ENSMUSG00000025008,0,0,0,0,1,0
ENSMUSG00000025010,0,81,0,0,0,0
ENSMUSG00000025016,0,49,0,232,27,0
