,25L007993,25L007994,25L007995,25L008005,25L008006,25L008007
ENSMUSG00000036160,0,0,0,12,6,0
ENSMUSG00000036167,1,0,0,16,7,0
ENSMUSG00000036168,1,0,0,0,0,0
ENSMUSG00000036169,0,0,0,120,70,65
ENSMUSG00000036180,63,0,58,0,18,5
ENSMUSG00000036181,5,0,0,2,0,12
ENSMUSG00000036186,0,0,6,5,0,26
ENSMUSG00000036188,80,0,0,0,0,1
ENSMUSG00000036192,9,7,19,163,12,38
ENSMUSG00000036197,0,0,0,3,14,23
ENSMUSG00000036199,271,88,254,190,98,332
ENSMUSG00000036208,2,0,0,0,0,4
ENSMUSG00000036214,0,0,0,0,0,7
ENSMUSG00000036225,73,0,8,2,1,0
ENSMUSG00000036241,1600,73,68,218,5,183
ENSMUSG00000036246,4,0,0,1,0,0
ENSMUSG00000036249,54,0,0,0,0,0
ENSMUSG00000036257,443,0,6,60,11,35
ENSMUSG00000036273,0,0,0,4,0,0
ENSMUSG00000036275,0,1,44,12,0,8
ENSMUSG00000036281,22,0,0,0,0,2
ENSMUSG00000036282,30,0,0,36,23,0
ENSMUSG00000036285,10,0,0,3,0,1
ENSMUSG00000036291,0,0,0,0,9,0
ENSMUSG00000036292,0,0,0,0,15,0
ENSMUSG00000036295,0,0,0,13,0,0
ENSMUSG00000036298,0,0,0,20,0,6
ENSMUSG00000036299,931,5,108,269,50,88
ENSMUSG00000036304,53,0,0,11,0,8
ENSMUSG00000036306,6,0,6,14,0,5
ENSMUSG00000036309,2514,122,69,105,134,313
ENSMUSG00000036315,6,21,4,18,0,1
ENSMUSG00000036323,123,9,8,69,13,105
ENSMUSG00000036333,377,8,12,35,5,31
ENSMUSG00000036339,0,0,0,0,4,0
ENSMUSG00000036352,18,0,0,9,38,77
ENSMUSG00000036356,3,0,0,0,0,0
ENSMUSG00000036371,126,0,68,39,13,108
ENSMUSG00000036372,384,50,382,305,125,264
ENSMUSG00000036376,0,0,28,16,34,2
ENSMUSG00000036377,71,0,2,66,31,35
ENSMUSG00000036390,1,0,0,5,0,8
ENSMUSG00000036391,1,0,0,0,0,0
ENSMUSG00000036395,10,0,2,4,0,4
ENSMUSG00000036398,1119,59,295,271,227,316
ENSMUSG00000036402,216,0,0,0,0,7
ENSMUSG00000036403,0,0,0,7,0,0
ENSMUSG00000036411,0,0,0,0,0,3
ENSMUSG00000036422,0,0,0,8,0,0
ENSMUSG00000036427,30,0,75,202,67,73
ENSMUSG00000036430,380,1,2,5,28,45
ENSMUSG00000036432,0,0,1,6,20,94
ENSMUSG00000036435,148,0,0,2,0,0
ENSMUSG00000036437,157,0,0,10,9,11
ENSMUSG00000036438,1774,34,436,324,103,358
ENSMUSG00000036442,168,2,0,41,91,20
ENSMUSG00000036450,53,4,0,69,188,203
ENSMUSG00000036452,5,0,13,97,0,3
ENSMUSG00000036459,0,0,0,0,0,4
ENSMUSG00000036461,0,0,0,4,0,0
ENSMUSG00000036466,151,0,18,14,10,24
ENSMUSG00000036469,0,13,4,0,16,20
ENSMUSG00000036473,1112,10,90,52,9,60
ENSMUSG00000036480,0,0,0,4,0,12
ENSMUSG00000036499,0,0,0,18,0,21
ENSMUSG00000036501,33,0,0,0,0,25
ENSMUSG00000036502,7,0,0,0,0,0
ENSMUSG00000036504,1576,17,85,199,102,244
ENSMUSG00000036510,251,0,4,0,0,4
ENSMUSG00000036513,1,0,0,30,4,40
ENSMUSG00000036529,0,0,0,109,5,0
ENSMUSG00000036533,33,1,91,76,21,48
ENSMUSG00000036534,0,0,4,4,0,19
ENSMUSG00000036537,0,0,6,18,12,4
ENSMUSG00000036552,0,0,0,0,0,23
ENSMUSG00000036555,409,0,0,0,1,5
ENSMUSG00000036561,0,3,0,0,69,28
ENSMUSG00000036564,3,28,401,253,76,423
ENSMUSG00000036565,63,0,143,21,8,37
ENSMUSG00000036568,51,0,0,7,0,5
ENSMUSG00000036570,0,9,12,0,0,13
ENSMUSG00000036572,0,1,0,0,0,0
ENSMUSG00000036578,1461,20,1128,452,48,243
ENSMUSG00000036580,0,0,7,0,53,128
ENSMUSG00000036591,3,0,0,34,0,0
ENSMUSG00000036599,26,0,0,0,0,3
ENSMUSG00000036611,0,4,0,2,0,18
ENSMUSG00000036613,0,53,404,67,50,357
ENSMUSG00000036615,49,0,0,0,7,15
ENSMUSG00000036620,231,13,124,27,14,55
ENSMUSG00000036622,1,0,0,28,0,0
ENSMUSG00000036632,0,0,5,3,0,0
ENSMUSG00000036636,0,0,0,0,0,4
ENSMUSG00000036639,86,0,0,0,0,2
ENSMUSG00000036641,1,0,0,0,0,0
ENSMUSG00000036644,0,0,0,0,4,10
ENSMUSG00000036646,24,0,0,0,0,5
ENSMUSG00000036658,6,0,0,0,0,0
ENSMUSG00000036667,38,0,16,20,0,57
ENSMUSG00000036678,0,0,0,0,0,6
ENSMUSG00000036686,2,0,47,11,1,203
ENSMUSG00000036693,0,0,0,0,1,0
ENSMUSG00000036698,70,1,36,40,65,253
ENSMUSG00000036707,888,13,517,11,0,2
ENSMUSG00000036712,131,0,4,20,0,0
ENSMUSG00000036721,102,0,0,16,0,22
ENSMUSG00000036731,0,2,0,0,0,0
ENSMUSG00000036733,0,0,0,0,0,5
ENSMUSG00000036737,0,0,0,3,0,11
ENSMUSG00000036745,8,0,86,90,9,40
ENSMUSG00000036748,2348,221,26,130,80,130
ENSMUSG00000036751,469,7,24,36,34,66
ENSMUSG00000036752,6,0,6,34,10,16
ENSMUSG00000036760,0,0,1,0,0,0
ENSMUSG00000036766,4,0,1,27,0,9
ENSMUSG00000036775,85,3,19,11,5,19
ENSMUSG00000036779,5,0,0,11,0,30
ENSMUSG00000036781,97,0,22,0,0,1
ENSMUSG00000036782,0,0,0,0,0,3
ENSMUSG00000036792,16,0,2,0,0,3
ENSMUSG00000036800,1,0,8,8,9,34
ENSMUSG00000036810,2,0,0,45,44,0
ENSMUSG00000036815,0,0,0,0,0,11
ENSMUSG00000036817,3,0,0,23,0,0
ENSMUSG00000036819,0,0,101,3,19,119
ENSMUSG00000036820,23,0,13,0,101,5
ENSMUSG00000036822,0,0,0,0,0,7
ENSMUSG00000036825,29,15,228,43,9,287
ENSMUSG00000036833,823,0,0,0,0,0
ENSMUSG00000036835,7,3,1,29,25,86
ENSMUSG00000036840,19,0,0,7,0,0
ENSMUSG00000036845,16,15,577,89,51,135
ENSMUSG00000036850,0,0,170,44,5,97
ENSMUSG00000036854,1633,0,0,19,0,0
ENSMUSG00000036856,58,0,10,87,43,23
ENSMUSG00000036858,0,0,1,1,5,0
ENSMUSG00000036860,12,1,31,198,19,344
ENSMUSG00000036862,0,0,0,0,2,17
ENSMUSG00000036873,1,0,0,21,0,2
ENSMUSG00000036880,0,0,31,0,0,0
ENSMUSG00000036882,8,0,3,0,3,10
ENSMUSG00000036885,34,0,0,0,0,0
ENSMUSG00000036890,0,0,0,28,15,34
ENSMUSG00000036893,0,1,0,11,13,17
ENSMUSG00000036894,26,22,2,41,19,46
ENSMUSG00000036898,0,0,239,0,14,44
ENSMUSG00000036913,0,17,12,15,0,5
ENSMUSG00000036918,0,0,0,68,0,172
ENSMUSG00000036923,0,14,0,0,0,0
ENSMUSG00000036934,22,14,0,82,2,10
ENSMUSG00000036940,0,0,0,32,0,0
ENSMUSG00000036941,123,0,0,3,0,88
ENSMUSG00000036943,9,0,0,7,0,10
ENSMUSG00000036948,0,0,0,60,1,0
ENSMUSG00000036955,0,0,0,22,4,119
ENSMUSG00000036959,4,0,3,0,0,0
ENSMUSG00000036964,58,0,43,18,0,4
ENSMUSG00000036966,0,0,6,4,0,154
ENSMUSG00000036980,0,0,0,28,0,0
ENSMUSG00000036985,0,15,4,0,8,65
ENSMUSG00000036989,13,0,11,15,0,15
ENSMUSG00000036990,94,0,0,1,0,9
ENSMUSG00000036992,5,0,0,0,0,4
ENSMUSG00000037001,0,0,0,3,0,11
ENSMUSG00000037007,41,0,0,5,7,9
ENSMUSG00000037012,106,0,72,21,22,3
ENSMUSG00000037013,0,0,0,0,137,0
ENSMUSG00000037016,0,0,0,0,0,73
ENSMUSG00000037017,100,0,0,25,15,60
ENSMUSG00000037022,0,0,0,0,8,7
ENSMUSG00000037029,0,0,0,11,0,76
ENSMUSG00000037031,2,0,0,47,0,36
ENSMUSG00000037032,1792,114,119,446,180,434
ENSMUSG00000037035,0,0,0,0,0,9
ENSMUSG00000037049,571,0,4,42,15,11
ENSMUSG00000037058,72,1,103,41,10,5
ENSMUSG00000037060,0,0,0,0,0,17
ENSMUSG00000037062,87,0,42,43,0,126
ENSMUSG00000037070,0,0,0,3,29,7
ENSMUSG00000037071,0,0,0,5,1,0
ENSMUSG00000037072,4,0,0,14,24,0
ENSMUSG00000037085,664,0,0,2,0,0
ENSMUSG00000037089,0,0,3,24,0,53
ENSMUSG00000037098,73,0,0,8,0,7
ENSMUSG00000037103,0,33,183,19,6,73
ENSMUSG00000037104,11,0,0,85,34,102
ENSMUSG00000037106,1,0,0,0,0,0
ENSMUSG00000037110,0,0,3,0,26,12
ENSMUSG00000037111,345,2,0,23,0,0
ENSMUSG00000037112,15,0,0,17,136,23
ENSMUSG00000037119,180,0,7,15,5,9
ENSMUSG00000037126,680,101,422,122,57,189
ENSMUSG00000037134,3,0,0,0,0,7
ENSMUSG00000037138,3,0,0,11,2,4
ENSMUSG00000037143,9,0,0,0,0,17
ENSMUSG00000037149,0,0,30,34,3,12
ENSMUSG00000037151,435,19,25,11,0,1
ENSMUSG00000037152,1828,170,611,216,174,244
ENSMUSG00000037171,1,0,0,0,0,0
ENSMUSG00000037172,115,0,66,10,0,0
ENSMUSG00000037190,173,0,6,0,0,24
ENSMUSG00000037196,0,0,0,0,0,1
ENSMUSG00000037197,50,0,0,94,0,44
ENSMUSG00000037204,13,63,61,122,305,534
ENSMUSG00000037210,1,0,0,12,12,0
ENSMUSG00000037211,0,0,0,0,0,13
ENSMUSG00000037214,1,0,86,24,14,4
ENSMUSG00000037216,67,0,0,0,0,0
ENSMUSG00000037217,30,0,0,0,9,17
ENSMUSG00000037221,0,0,5,0,0,5
ENSMUSG00000037234,48,12,45,137,22,22
ENSMUSG00000037235,72,0,30,2,0,15
ENSMUSG00000037236,225,1,0,29,14,3
ENSMUSG00000037239,1,9,0,123,55,49
ENSMUSG00000037242,0,0,0,7,0,0
ENSMUSG00000037251,0,3,0,71,44,135
ENSMUSG00000037253,2,0,0,0,0,4
ENSMUSG00000037257,0,4,0,50,31,73
ENSMUSG00000037259,105,0,0,7,15,41
ENSMUSG00000037260,0,0,5,7,5,15
ENSMUSG00000037262,41,1,17,55,0,2
ENSMUSG00000037266,0,0,0,0,0,6
ENSMUSG00000037270,0,0,0,407,0,10
ENSMUSG00000037275,130,0,0,0,0,0
ENSMUSG00000037278,325,0,21,0,0,23
ENSMUSG00000037279,20,0,0,0,0,1
ENSMUSG00000037286,0,0,0,0,5,0
ENSMUSG00000037287,8,0,0,41,16,9
ENSMUSG00000037296,0,0,25,35,8,4
ENSMUSG00000037300,59,0,4,0,19,126
ENSMUSG00000037306,0,0,0,2,0,0
ENSMUSG00000037316,0,0,0,2,0,19
ENSMUSG00000037318,14,0,0,0,0,0
ENSMUSG00000037326,0,0,2,5,0,6
ENSMUSG00000037331,11,0,0,6,13,52
ENSMUSG00000037337,0,0,0,0,0,6
ENSMUSG00000037339,0,0,0,0,55,63
ENSMUSG00000037341,0,0,0,12,0,0
ENSMUSG00000037343,0,0,0,35,97,0
ENSMUSG00000037344,0,0,0,0,6,0
ENSMUSG00000037348,0,0,0,2,0,99
ENSMUSG00000037349,0,0,0,3,0,1
ENSMUSG00000037351,15,0,13,57,60,102
ENSMUSG00000037353,1607,6,7,4,38,71
ENSMUSG00000037355,7,0,0,0,0,0
ENSMUSG00000037361,2,0,0,0,0,0
ENSMUSG00000037362,12,0,0,27,0,66
ENSMUSG00000037363,0,0,0,8,0,0
ENSMUSG00000037366,0,0,2,13,0,1
ENSMUSG00000037373,835,44,492,62,40,270
ENSMUSG00000037375,0,0,0,0,0,2
ENSMUSG00000037376,0,0,0,26,22,14
ENSMUSG00000037386,311,0,1,18,10,5
ENSMUSG00000037395,3,0,0,0,17,1
ENSMUSG00000037405,0,0,2,0,0,0
ENSMUSG00000037410,0,0,0,0,0,3
ENSMUSG00000037415,0,0,0,31,8,68
ENSMUSG00000037416,3,1,3,74,11,0
ENSMUSG00000037419,20,0,11,50,12,56
ENSMUSG00000037426,14,0,0,2,0,56
ENSMUSG00000037428,0,0,0,0,0,3
ENSMUSG00000037434,0,0,0,0,0,20
ENSMUSG00000037443,0,0,145,24,13,3
ENSMUSG00000037447,9,0,0,232,4,17
ENSMUSG00000037455,5,0,0,0,0,0
ENSMUSG00000037458,130,0,16,7,91,19
ENSMUSG00000037461,0,0,0,0,0,4
ENSMUSG00000037463,0,0,0,0,0,66
ENSMUSG00000037465,0,0,0,0,0,7
ENSMUSG00000037469,0,0,0,0,0,23
ENSMUSG00000037470,0,0,3,9,1,49
ENSMUSG00000037474,5,8,0,7,0,8
ENSMUSG00000037475,158,0,0,11,0,0
ENSMUSG00000037486,1,0,0,15,0,12
ENSMUSG00000037487,0,0,0,4,0,0
ENSMUSG00000037493,1381,204,327,36,38,205
ENSMUSG00000037499,1961,170,147,240,92,186
ENSMUSG00000037503,16,50,31,152,176,223
ENSMUSG00000037509,12,22,0,24,54,37
ENSMUSG00000037514,0,0,3,21,11,11
ENSMUSG00000037525,1,0,0,4,0,19
ENSMUSG00000037526,10,2,0,37,0,15
ENSMUSG00000037531,12,5,9,19,1,4
ENSMUSG00000037536,0,0,0,7,44,18
ENSMUSG00000037541,180,0,0,1,5,5
ENSMUSG00000037544,2,0,0,0,0,0
ENSMUSG00000037548,2,0,0,0,0,0
ENSMUSG00000037553,0,3,0,3,0,36
ENSMUSG00000037563,479,31,161,87,64,195
ENSMUSG00000037568,0,0,1,0,0,0
ENSMUSG00000037570,3,0,23,0,17,5
ENSMUSG00000037572,27,0,0,3,0,1
ENSMUSG00000037579,17,0,0,0,0,0
ENSMUSG00000037594,1,4,13,21,0,17
ENSMUSG00000037601,2179,165,465,489,373,953
ENSMUSG00000037605,0,0,3,29,9,12
ENSMUSG00000037606,0,0,0,0,0,8
ENSMUSG00000037608,0,0,0,19,0,0
ENSMUSG00000037610,43,0,0,0,0,0
ENSMUSG00000037622,0,2,0,0,38,0
ENSMUSG00000037624,0,0,4,20,0,18
ENSMUSG00000037640,179,5,20,58,33,123
ENSMUSG00000037643,0,0,0,0,10,11
ENSMUSG00000037646,0,0,0,9,0,0
ENSMUSG00000037649,675,0,0,0,0,8
ENSMUSG00000037652,146,6,0,7,0,29
ENSMUSG00000037656,0,0,0,0,0,15
ENSMUSG00000037669,43,9,19,21,27,83
ENSMUSG00000037674,1,0,1,13,4,0
ENSMUSG00000037679,203,0,0,0,0,17
ENSMUSG00000037685,0,0,0,15,7,0
ENSMUSG00000037692,0,0,0,1,0,0
ENSMUSG00000037697,50,0,4,0,7,53
ENSMUSG00000037703,0,0,0,6,0,4
ENSMUSG00000037706,0,0,0,25,17,0
ENSMUSG00000037709,194,0,0,1,0,7
ENSMUSG00000037710,504,15,100,89,110,130
ENSMUSG00000037712,97,0,0,0,0,14
ENSMUSG00000037720,0,5,0,4,0,0
ENSMUSG00000037722,0,0,3,0,0,3
ENSMUSG00000037736,9,0,34,51,39,123
ENSMUSG00000037737,0,0,0,101,0,0
ENSMUSG00000037740,539,199,260,121,185,244
ENSMUSG00000037742,395,0,72,48,22,7
ENSMUSG00000037750,395,0,2,26,14,103
ENSMUSG00000037754,186,219,4,7,3,15
ENSMUSG00000037761,0,0,0,9,0,0
ENSMUSG00000037762,0,0,0,11,80,135
ENSMUSG00000037772,115,3,64,72,0,20
ENSMUSG00000037784,0,0,0,0,0,211
ENSMUSG00000037787,6,13,28,4,0,11
ENSMUSG00000037788,0,0,12,0,29,6
ENSMUSG00000037795,21,0,2,0,1,0
ENSMUSG00000037805,1243,68,282,249,105,199
ENSMUSG00000037808,0,0,1,0,0,0
ENSMUSG00000037816,0,6,0,0,0,8
ENSMUSG00000037818,7,0,0,4,0,24
ENSMUSG00000037822,6,2,150,75,91,127
ENSMUSG00000037824,495,0,0,5,0,0
ENSMUSG00000037826,17,0,1,0,0,1
ENSMUSG00000037843,26,0,0,49,0,1
ENSMUSG00000037847,12,0,0,1,5,0
ENSMUSG00000037851,0,0,0,0,0,31
ENSMUSG00000037852,111,0,20,62,37,31
ENSMUSG00000037855,294,2,191,24,34,153
ENSMUSG00000037857,0,0,0,7,2,0
ENSMUSG00000037872,0,0,4,0,15,26
ENSMUSG00000037876,0,0,0,186,23,56
ENSMUSG00000037885,56,0,0,8,0,48
ENSMUSG00000037887,106,3,21,234,87,340
ENSMUSG00000037894,330,2,134,109,25,28
ENSMUSG00000037896,0,0,0,20,0,3
ENSMUSG00000037902,1,0,0,0,0,0
ENSMUSG00000037904,0,0,0,88,0,0
ENSMUSG00000037905,75,26,6,58,12,292
ENSMUSG00000037907,213,42,4,8,11,28
ENSMUSG00000037916,1,11,88,26,52,19
ENSMUSG00000037926,14,0,13,91,22,98
ENSMUSG00000037933,2,0,0,11,0,0
ENSMUSG00000037935,55,0,0,29,0,41
ENSMUSG00000037936,0,0,0,15,0,0
ENSMUSG00000037938,81,0,0,0,0,45
ENSMUSG00000037949,2,0,44,20,0,1
ENSMUSG00000037958,0,4,0,41,25,76
ENSMUSG00000037960,7,0,201,84,14,17
ENSMUSG00000037965,0,0,0,0,3,0
ENSMUSG00000037966,14,0,573,13,33,1
ENSMUSG00000037971,2,0,15,163,18,17
ENSMUSG00000037972,1185,77,563,8,9,25
ENSMUSG00000037977,0,0,0,0,16,0
ENSMUSG00000037979,22,14,55,24,24,10
ENSMUSG00000037984,115,0,0,14,49,30
ENSMUSG00000037989,139,0,0,7,0,19
ENSMUSG00000037990,1,19,62,82,52,95
ENSMUSG00000037991,4,0,0,0,0,6
ENSMUSG00000037992,0,0,0,10,8,7
ENSMUSG00000037996,0,0,0,11,9,7
ENSMUSG00000037997,0,0,4,0,0,0
ENSMUSG00000037999,11,0,0,5,5,20
ENSMUSG00000038000,0,1,209,0,11,0
ENSMUSG00000038002,4,0,2,40,0,0
ENSMUSG00000038005,16,0,17,15,2,15
ENSMUSG00000038007,0,0,4,11,0,14
ENSMUSG00000038010,56,0,0,0,0,6
ENSMUSG00000038011,0,0,6,0,0,0
ENSMUSG00000038013,30,0,2,30,0,49
ENSMUSG00000038014,18,0,4,9,15,148
ENSMUSG00000038020,20,4,3,0,0,4
ENSMUSG00000038022,0,0,0,0,53,0
ENSMUSG00000038023,0,0,0,17,0,4
ENSMUSG00000038025,0,0,0,3,0,2
ENSMUSG00000038026,28,39,489,0,0,10
ENSMUSG00000038028,0,0,0,0,6,19
ENSMUSG00000038034,0,0,0,0,10,0
ENSMUSG00000038039,46,2,0,0,3,27
ENSMUSG00000038042,3,0,10,10,122,15
ENSMUSG00000038046,0,0,0,28,0,0
ENSMUSG00000038047,0,0,0,2,0,6
ENSMUSG00000038055,80,0,4,29,11,7
ENSMUSG00000038056,0,0,0,0,3,0
ENSMUSG00000038059,0,0,0,17,31,0
ENSMUSG00000038065,78,0,153,45,25,178
ENSMUSG00000038069,0,0,0,0,0,7
ENSMUSG00000038072,483,1,3,37,1,211
ENSMUSG00000038077,0,0,0,2,0,0
ENSMUSG00000038080,0,0,0,0,0,13
ENSMUSG00000038084,166,0,5,22,26,5
ENSMUSG00000038085,11,0,29,2,0,0
ENSMUSG00000038095,7,0,0,47,29,38
ENSMUSG00000038102,0,0,0,0,0,17
ENSMUSG00000038116,2,0,5,11,0,0
ENSMUSG00000038121,21,0,0,5,0,3
ENSMUSG00000038126,4,0,21,26,23,9
ENSMUSG00000038127,110,0,3,79,8,46
ENSMUSG00000038128,3,38,0,4,95,4
ENSMUSG00000038132,0,0,0,0,0,26
ENSMUSG00000038141,38,1,7,68,44,5
ENSMUSG00000038143,393,12,163,369,93,296
ENSMUSG00000038145,247,0,280,295,171,255
ENSMUSG00000038150,1292,2,12,84,24,51
ENSMUSG00000038155,3,2,30,27,8,23
ENSMUSG00000038156,2,0,10,0,0,13
ENSMUSG00000038160,335,87,0,105,0,88
ENSMUSG00000038170,77,13,23,78,41,40
ENSMUSG00000038172,72,0,0,5,0,4
ENSMUSG00000038174,50,1,0,51,0,14
ENSMUSG00000038175,0,8,0,0,0,4
ENSMUSG00000038178,2,1,14,0,0,25
ENSMUSG00000038180,0,0,0,6,0,16
ENSMUSG00000038181,10,0,1,5,0,4
ENSMUSG00000038187,710,0,2,2,0,1
ENSMUSG00000038205,0,5,152,4,16,49
ENSMUSG00000038213,0,0,0,3,0,0
ENSMUSG00000038214,0,0,1,0,0,0
ENSMUSG00000038215,0,0,0,0,0,8
ENSMUSG00000038217,4,16,0,8,12,23
ENSMUSG00000038235,0,0,0,0,8,0
ENSMUSG00000038240,0,4,0,9,0,0
ENSMUSG00000038241,0,0,0,0,0,1
ENSMUSG00000038242,0,0,0,1,0,0
ENSMUSG00000038244,0,0,0,6,15,27
ENSMUSG00000038248,87,24,47,87,145,72
ENSMUSG00000038252,59,4,2,0,0,0
ENSMUSG00000038255,181,9,25,85,0,138
ENSMUSG00000038256,51,11,32,0,0,0
ENSMUSG00000038264,17,0,0,0,0,0
ENSMUSG00000038268,0,0,0,0,3,0
ENSMUSG00000038271,1,6,0,75,24,6
ENSMUSG00000038274,304,11,183,142,125,196
ENSMUSG00000038279,0,0,0,0,6,1
ENSMUSG00000038280,0,0,18,141,16,0
ENSMUSG00000038291,0,0,0,0,7,0
ENSMUSG00000038292,0,0,0,13,20,95
ENSMUSG00000038295,6,0,0,0,0,58
ENSMUSG00000038296,80,0,0,0,0,0
ENSMUSG00000038299,0,0,0,11,0,0
ENSMUSG00000038300,0,10,0,0,0,0
ENSMUSG00000038301,601,0,26,208,40,121
ENSMUSG00000038302,0,0,0,0,3,4
ENSMUSG00000038305,0,0,0,6,6,15
ENSMUSG00000038319,0,4,0,0,0,0
ENSMUSG00000038324,37,0,39,0,9,31
ENSMUSG00000038331,121,1,0,36,0,18
ENSMUSG00000038335,1,0,6,10,0,5
ENSMUSG00000038342,0,0,0,113,0,6
ENSMUSG00000038344,0,0,0,0,0,2
ENSMUSG00000038346,0,0,0,25,0,20
ENSMUSG00000038347,34,0,0,0,0,0
ENSMUSG00000038351,553,0,6,2,0,25
ENSMUSG00000038352,13,0,0,0,10,6
ENSMUSG00000038365,134,10,1,2,10,23
ENSMUSG00000038366,214,0,6,28,0,22
ENSMUSG00000038369,3,0,0,0,0,0
ENSMUSG00000038370,0,0,0,14,0,0
ENSMUSG00000038374,7,0,0,0,25,35
ENSMUSG00000038375,406,85,35,377,103,534
ENSMUSG00000038384,0,0,15,0,5,0
ENSMUSG00000038387,0,0,0,4,0,28
ENSMUSG00000038388,59,0,22,90,0,47
ENSMUSG00000038390,6,1,0,50,22,8
ENSMUSG00000038398,47,0,1,30,0,15
ENSMUSG00000038400,1593,68,421,264,48,309
ENSMUSG00000038406,0,0,0,48,0,26
ENSMUSG00000038412,1028,37,215,202,143,141
ENSMUSG00000038416,0,0,6,2,0,27
ENSMUSG00000038417,0,0,2,5,32,25
ENSMUSG00000038418,319,44,47,49,17,30
ENSMUSG00000038422,0,0,0,38,0,0
ENSMUSG00000038425,0,0,0,1,0,0
ENSMUSG00000038429,184,35,16,9,0,36
ENSMUSG00000038437,85,0,0,0,0,65
ENSMUSG00000038451,4,0,0,0,0,0
ENSMUSG00000038453,244,84,83,178,27,107
ENSMUSG00000038456,5,0,0,0,0,4
ENSMUSG00000038459,314,12,31,20,9,65
ENSMUSG00000038462,0,0,0,27,0,21
ENSMUSG00000038467,9,0,2,15,10,12
ENSMUSG00000038473,203,33,0,52,131,52
ENSMUSG00000038481,0,0,0,0,8,6
ENSMUSG00000038482,3,0,0,135,14,41
ENSMUSG00000038485,3,0,1,1,9,18
ENSMUSG00000038486,537,85,103,50,57,139
ENSMUSG00000038489,2766,323,2039,634,240,723
ENSMUSG00000038495,0,0,0,0,0,6
ENSMUSG00000038497,0,1,4,0,0,2
ENSMUSG00000038500,39,0,25,18,22,27
ENSMUSG00000038502,0,2,0,16,0,16
ENSMUSG00000038503,1,0,187,4,4,263
ENSMUSG00000038506,598,0,0,0,0,36
ENSMUSG00000038510,3,0,66,5,0,11
ENSMUSG00000038515,26,0,4,9,6,1
ENSMUSG00000038517,98,19,0,20,21,0
ENSMUSG00000038518,9,0,13,81,31,13
ENSMUSG00000038520,0,0,0,0,64,181
ENSMUSG00000038524,0,5,79,18,5,15
ENSMUSG00000038525,0,6,0,21,9,156
ENSMUSG00000038530,698,0,0,506,66,178
ENSMUSG00000038533,11,0,0,0,21,85
ENSMUSG00000038534,1,20,0,0,0,1
ENSMUSG00000038538,206,0,0,47,0,33
ENSMUSG00000038539,0,0,0,0,14,0
ENSMUSG00000038542,0,0,0,3,0,0
ENSMUSG00000038544,150,0,5,0,0,44
ENSMUSG00000038545,0,7,0,0,0,0
ENSMUSG00000038546,0,0,0,0,3,2
ENSMUSG00000038552,4,1,14,59,12,56
ENSMUSG00000038555,0,0,181,1,0,48
ENSMUSG00000038563,0,0,0,2,0,0
ENSMUSG00000038564,0,0,4,0,0,0
ENSMUSG00000038569,68,0,0,0,12,9
ENSMUSG00000038570,1012,11,263,67,31,145
ENSMUSG00000038576,55,0,13,38,11,151
ENSMUSG00000038582,44,0,0,79,16,105
ENSMUSG00000038587,59,0,0,0,0,0
ENSMUSG00000038593,1,0,0,7,0,1
ENSMUSG00000038594,1,0,0,0,31,0
ENSMUSG00000038602,0,0,0,3,9,0
ENSMUSG00000038604,0,0,0,9,5,2
ENSMUSG00000038605,3,0,0,15,0,77
ENSMUSG00000038607,243,12,0,36,89,55
ENSMUSG00000038612,1,0,6,26,1,12
ENSMUSG00000038615,0,8,7,18,45,11
ENSMUSG00000038618,28,13,0,0,0,18
ENSMUSG00000038619,124,0,340,30,5,112
ENSMUSG00000038623,0,0,0,2,0,1
ENSMUSG00000038628,716,32,23,18,57,119
ENSMUSG00000038633,3,0,2,15,0,22
ENSMUSG00000038637,0,0,12,7,0,6
ENSMUSG00000038646,2,0,134,13,0,2
ENSMUSG00000038648,0,0,0,11,0,0
ENSMUSG00000038658,0,0,0,5,0,0
ENSMUSG00000038664,1213,0,0,7,11,1
ENSMUSG00000038671,119,0,93,0,0,25
ENSMUSG00000038679,0,0,0,0,0,8
ENSMUSG00000038683,404,0,0,18,57,49
ENSMUSG00000038685,3,0,0,0,0,37
ENSMUSG00000038690,908,70,39,259,172,327
ENSMUSG00000038695,2,21,156,6,25,18
ENSMUSG00000038696,221,0,3,15,0,4
ENSMUSG00000038697,0,0,0,19,17,0
ENSMUSG00000038702,0,0,0,1,0,5
ENSMUSG00000038705,0,0,0,0,0,11
ENSMUSG00000038708,0,0,0,29,0,0
ENSMUSG00000038712,6,0,0,0,0,0
ENSMUSG00000038717,837,11,88,64,10,43
ENSMUSG00000038718,0,0,3,0,0,9
ENSMUSG00000038722,16,0,34,7,1,11
ENSMUSG00000038729,4,0,0,5,6,8
ENSMUSG00000038733,44,0,92,33,0,7
ENSMUSG00000038736,0,0,0,0,1,0
ENSMUSG00000038738,125,0,26,19,20,43
ENSMUSG00000038740,7,0,51,0,14,2
ENSMUSG00000038742,2973,0,5,0,10,73
ENSMUSG00000038762,28,96,118,113,70,163
ENSMUSG00000038766,6,0,0,0,0,1
ENSMUSG00000038773,0,0,0,0,1,0
ENSMUSG00000038774,10,0,0,0,14,9
ENSMUSG00000038777,0,3,43,59,12,12
ENSMUSG00000038780,0,0,30,0,17,33
ENSMUSG00000038784,97,0,32,1,21,6
