,25L008070,25L008071,25L008072,25L008073,25L008074,25L008075,25L008076,25L008077,25L008078,25L008079,25L008080,25L008081,25L008082,25L008083,25L008084,25L008085,25L008086,25L008087,25L008088,25L008089,25L008090,25L008091,25L008092,25L008093,25L008094,25L008095,25L008096,25L008097,25L008098,25L008099,25L008100,25L008101,25L008102,25L008103,25L008104,25L008105,25L008106,25L008107,25L008110,25L008111
ENSG00000170683,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170684,16.0,2.0,20.0,28.0,37.0,44.0,38.0,30.0,45.0,71.0,107.0,57.0,237.0,0.0,0.0,0.0,0.0,5.0,1.0,11.0,3.0,2.0,4.0,10.0,2.0,5.0,2.0,6.0,7.0,6.0,8.0,9.0,0.0,7.0,18.0,0.0,0.0,7.0,0.0,4.0
ENSG00000170689,160.0,537.0,219.0,2266.0,3033.0,3758.0,1915.0,2062.0,1105.0,2147.0,398.0,441.0,940.0,0.0,0.0,3.0,0.0,22.0,24.0,42.0,17.0,20.0,9.0,40.0,19.0,28.0,31.0,18.0,13.0,39.0,55.0,26.0,1.0,27.0,3479.0,0.0,9.0,22.0,0.0,401.0
ENSG00000170703,0.0,0.0,8.0,0.0,5.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170734,153.0,374.0,278.0,88.0,176.0,165.0,92.0,250.0,136.0,286.0,143.0,100.0,293.0,0.0,0.0,0.0,0.0,10.0,14.0,21.0,43.0,28.0,16.0,28.0,20.0,17.0,15.0,21.0,19.0,13.0,36.0,9.0,3.0,18.0,256.0,0.0,3.0,16.0,0.0,21.0
ENSG00000170743,0.0,8.0,1.0,66.0,52.0,126.0,33.0,34.0,8.0,61.0,11.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,54.0,0.0,1.0,2.0,0.0,15.0
ENSG00000170745,19.0,15.0,41.0,134.0,174.0,276.0,64.0,73.0,46.0,127.0,7.0,18.0,60.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,201.0,0.0,0.0,2.0,0.0,21.0
ENSG00000170748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170759,571.0,1168.0,677.0,3329.0,3744.0,4997.0,1018.0,7820.0,4757.0,8064.0,662.0,1061.0,1957.0,0.0,1.0,0.0,0.0,148.0,99.0,215.0,187.0,160.0,97.0,313.0,124.0,96.0,80.0,176.0,76.0,230.0,298.0,122.0,13.0,183.0,2051.0,0.0,34.0,185.0,2.0,237.0
ENSG00000170775,21.0,67.0,3.0,21.0,33.0,73.0,19.0,27.0,25.0,20.0,20.0,30.0,20.0,0.0,0.0,0.0,0.0,5.0,3.0,7.0,3.0,2.0,1.0,6.0,1.0,4.0,4.0,0.0,0.0,3.0,5.0,1.0,0.0,4.0,39.0,0.0,0.0,2.0,0.0,5.0
ENSG00000170776,26.0,126.0,47.0,212.0,239.0,517.0,305.0,1320.0,743.0,1290.0,100.0,223.0,248.0,0.0,0.0,0.0,0.0,35.0,27.0,79.0,84.0,40.0,48.0,53.0,31.0,49.0,23.0,24.0,18.0,59.0,65.0,27.0,1.0,41.0,618.0,0.0,9.0,36.0,0.0,78.0
ENSG00000170777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170779,476.0,853.0,677.0,1365.0,1540.0,2298.0,1945.0,837.0,560.0,815.0,1040.0,1261.0,2964.0,0.0,0.0,2.0,0.0,181.0,114.0,225.0,188.0,133.0,97.0,189.0,68.0,122.0,160.0,187.0,146.0,215.0,207.0,123.0,4.0,188.0,3371.0,0.0,63.0,163.0,3.0,391.0
ENSG00000170782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170786,0.0,0.0,0.0,0.0,5.0,0.0,9.0,2.0,11.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
ENSG00000170788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170790,9.0,1.0,5.0,2.0,1.0,0.0,1.0,15.0,0.0,4.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,20.0,9.0,10.0,20.0,12.0,8.0,2.0,11.0,11.0,9.0,7.0,1.0,4.0,3.0,0.0,0.0,2.0,6.0,0.0,0.0
ENSG00000170791,804.0,1975.0,900.0,1989.0,2493.0,2017.0,1215.0,3134.0,1959.0,3069.0,770.0,1111.0,1744.0,0.0,0.0,0.0,1.0,63.0,39.0,59.0,56.0,39.0,27.0,47.0,28.0,37.0,73.0,35.0,17.0,29.0,19.0,26.0,6.0,43.0,2092.0,0.0,42.0,63.0,2.0,254.0
ENSG00000170801,24.0,62.0,9.0,88.0,139.0,150.0,107.0,36.0,16.0,79.0,15.0,22.0,149.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,7.0,2.0,1.0,0.0,2.0,6.0,1.0,0.0,7.0,322.0,0.0,1.0,4.0,0.0,16.0
ENSG00000170802,59.0,150.0,119.0,363.0,517.0,598.0,222.0,533.0,256.0,587.0,248.0,372.0,568.0,0.0,0.0,0.0,0.0,19.0,14.0,38.0,32.0,18.0,15.0,38.0,10.0,14.0,24.0,19.0,11.0,22.0,27.0,8.0,1.0,22.0,475.0,0.0,5.0,22.0,0.0,38.0
ENSG00000170807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170832,43.0,99.0,83.0,306.0,242.0,370.0,176.0,478.0,226.0,520.0,79.0,162.0,223.0,0.0,0.0,0.0,0.0,9.0,14.0,26.0,23.0,22.0,11.0,22.0,7.0,13.0,7.0,13.0,7.0,17.0,18.0,10.0,1.0,13.0,429.0,0.0,8.0,9.0,0.0,58.0
ENSG00000170835,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170836,87.0,84.0,54.0,233.0,211.0,277.0,156.0,219.0,149.0,394.0,206.0,328.0,439.0,0.0,0.0,0.0,0.0,23.0,15.0,15.0,20.0,24.0,12.0,29.0,8.0,17.0,7.0,14.0,12.0,10.0,23.0,12.0,3.0,7.0,361.0,0.0,2.0,14.0,0.0,22.0
ENSG00000170837,81.0,154.0,96.0,254.0,366.0,222.0,139.0,201.0,161.0,210.0,58.0,89.0,122.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,302.0,0.0,2.0,1.0,0.0,15.0
ENSG00000170846,318.0,895.0,273.0,1447.0,1750.0,1158.0,873.0,1752.0,1207.0,1624.0,272.0,332.0,619.0,0.0,0.0,0.0,0.0,10.0,7.0,15.0,5.0,11.0,2.0,7.0,3.0,3.0,5.0,3.0,2.0,11.0,9.0,10.0,0.0,4.0,2058.0,0.0,2.0,5.0,0.0,209.0
ENSG00000170848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170852,113.0,134.0,99.0,771.0,788.0,765.0,453.0,952.0,517.0,911.0,243.0,255.0,519.0,0.0,0.0,0.0,0.0,15.0,6.0,29.0,26.0,11.0,12.0,23.0,9.0,10.0,12.0,12.0,7.0,11.0,16.0,5.0,0.0,22.0,909.0,0.0,13.0,11.0,1.0,90.0
ENSG00000170854,319.0,814.0,376.0,1241.0,1392.0,2451.0,525.0,1681.0,960.0,1490.0,315.0,579.0,946.0,0.0,0.0,0.0,0.0,31.0,11.0,44.0,29.0,26.0,27.0,41.0,23.0,15.0,28.0,25.0,18.0,37.0,62.0,29.0,1.0,40.0,1003.0,0.0,11.0,30.0,0.0,117.0
ENSG00000170855,1031.0,2759.0,1659.0,1752.0,2384.0,2243.0,1348.0,2661.0,1208.0,2341.0,1340.0,2201.0,3418.0,0.0,1.0,0.0,0.0,255.0,152.0,259.0,196.0,131.0,104.0,169.0,120.0,151.0,226.0,222.0,132.0,208.0,183.0,146.0,6.0,191.0,2963.0,0.0,66.0,188.0,2.0,295.0
ENSG00000170860,1508.0,2989.0,1356.0,2074.0,2250.0,2423.0,1405.0,5628.0,2408.0,4240.0,1686.0,1985.0,3748.0,0.0,0.0,0.0,21.0,1525.0,1077.0,1942.0,1322.0,725.0,597.0,901.0,1028.0,1228.0,1578.0,701.0,582.0,544.0,411.0,451.0,29.0,1003.0,2979.0,11.0,499.0,1073.0,5.0,361.0
ENSG00000170871,281.0,420.0,147.0,2926.0,3175.0,4206.0,1105.0,4802.0,2692.0,4606.0,143.0,290.0,500.0,0.0,0.0,0.0,0.0,12.0,5.0,11.0,8.0,8.0,6.0,13.0,6.0,15.0,10.0,5.0,2.0,9.0,7.0,3.0,2.0,7.0,2628.0,0.0,7.0,5.0,0.0,305.0
ENSG00000170873,15.0,81.0,17.0,99.0,155.0,219.0,95.0,77.0,61.0,132.0,61.0,108.0,172.0,0.0,0.0,0.0,0.0,7.0,3.0,13.0,11.0,7.0,3.0,10.0,5.0,1.0,1.0,8.0,3.0,5.0,6.0,4.0,1.0,3.0,226.0,0.0,3.0,4.0,0.0,8.0
ENSG00000170876,92.0,224.0,137.0,332.0,405.0,819.0,298.0,239.0,157.0,171.0,75.0,146.0,119.0,0.0,0.0,0.0,0.0,20.0,10.0,21.0,29.0,25.0,14.0,26.0,6.0,22.0,13.0,19.0,12.0,25.0,33.0,12.0,2.0,33.0,641.0,0.0,6.0,26.0,0.0,68.0
ENSG00000170881,111.0,132.0,39.0,449.0,489.0,360.0,289.0,1086.0,602.0,1205.0,247.0,401.0,779.0,0.0,0.0,0.0,0.0,27.0,11.0,35.0,41.0,29.0,11.0,52.0,14.0,11.0,22.0,22.0,13.0,36.0,39.0,7.0,3.0,24.0,625.0,0.0,3.0,36.0,0.0,63.0
ENSG00000170889,1935.0,3365.0,2142.0,3425.0,4798.0,4213.0,4081.0,8806.0,6179.0,9316.0,915.0,848.0,1968.0,7.0,4.0,2.0,46.0,349.0,249.0,488.0,330.0,260.0,155.0,337.0,315.0,381.0,857.0,245.0,256.0,280.0,428.0,223.0,26.0,482.0,6569.0,10.0,445.0,443.0,4.0,856.0
ENSG00000170890,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170892,25.0,77.0,111.0,179.0,195.0,429.0,232.0,222.0,108.0,211.0,120.0,44.0,201.0,0.0,0.0,1.0,0.0,55.0,11.0,42.0,26.0,28.0,17.0,56.0,26.0,34.0,46.0,57.0,39.0,60.0,62.0,21.0,0.0,46.0,472.0,0.0,28.0,40.0,0.0,47.0
ENSG00000170893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170899,260.0,376.0,236.0,498.0,484.0,475.0,405.0,592.0,261.0,542.0,237.0,344.0,687.0,9.0,0.0,0.0,0.0,53.0,35.0,63.0,39.0,28.0,31.0,41.0,30.0,45.0,77.0,32.0,30.0,50.0,73.0,33.0,1.0,50.0,662.0,0.0,15.0,54.0,0.0,74.0
ENSG00000170903,249.0,621.0,412.0,1280.0,1582.0,1430.0,980.0,1636.0,1066.0,1839.0,315.0,569.0,813.0,0.0,0.0,0.0,0.0,12.0,7.0,20.0,17.0,13.0,1.0,18.0,3.0,9.0,7.0,12.0,9.0,12.0,9.0,8.0,1.0,12.0,1840.0,0.0,5.0,15.0,1.0,177.0
ENSG00000170906,121.0,197.0,137.0,276.0,306.0,160.0,258.0,160.0,104.0,281.0,356.0,157.0,534.0,3.0,0.0,0.0,1.0,22.0,23.0,32.0,36.0,29.0,20.0,52.0,24.0,20.0,27.0,19.0,22.0,22.0,31.0,15.0,7.0,40.0,528.0,2.0,16.0,43.0,1.0,67.0
ENSG00000170909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170915,17.0,10.0,32.0,130.0,149.0,217.0,86.0,118.0,78.0,163.0,89.0,92.0,161.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,8.0,8.0,3.0,10.0,2.0,5.0,9.0,6.0,7.0,9.0,3.0,6.0,1.0,4.0,172.0,0.0,0.0,4.0,0.0,26.0
ENSG00000170917,46.0,61.0,66.0,89.0,131.0,148.0,75.0,294.0,168.0,304.0,173.0,219.0,332.0,0.0,0.0,0.0,0.0,21.0,17.0,33.0,33.0,14.0,12.0,41.0,12.0,14.0,32.0,14.0,10.0,18.0,25.0,14.0,0.0,18.0,133.0,0.0,15.0,19.0,1.0,12.0
ENSG00000170920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170921,66.0,134.0,189.0,293.0,265.0,406.0,319.0,547.0,269.0,465.0,117.0,259.0,351.0,0.0,0.0,0.0,0.0,8.0,6.0,21.0,12.0,7.0,8.0,22.0,6.0,12.0,8.0,5.0,9.0,16.0,13.0,5.0,0.0,10.0,670.0,0.0,4.0,10.0,0.0,78.0
ENSG00000170923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170927,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170935,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ENSG00000170946,136.0,295.0,231.0,368.0,454.0,220.0,228.0,387.0,246.0,502.0,173.0,258.0,412.0,0.0,0.0,0.0,0.0,19.0,9.0,22.0,25.0,4.0,9.0,17.0,20.0,12.0,23.0,18.0,7.0,6.0,3.0,10.0,2.0,9.0,320.0,0.0,5.0,16.0,0.0,20.0
ENSG00000170948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170949,135.0,215.0,112.0,228.0,380.0,407.0,279.0,360.0,288.0,411.0,127.0,141.0,379.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,8.0,8.0,4.0,7.0,4.0,10.0,2.0,5.0,7.0,13.0,9.0,4.0,0.0,6.0,337.0,0.0,2.0,1.0,0.0,33.0
ENSG00000170950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170959,0.0,0.0,0.0,8.0,15.0,0.0,0.0,19.0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
ENSG00000170961,14.0,65.0,18.0,16.0,26.0,36.0,24.0,5.0,54.0,46.0,45.0,52.0,65.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,63.0,0.0,0.0,2.0,0.0,13.0
ENSG00000170962,0.0,4.0,0.0,6.0,2.0,5.0,14.0,15.0,11.0,19.0,2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0
ENSG00000170965,48.0,63.0,67.0,44.0,106.0,94.0,75.0,116.0,44.0,82.0,108.0,182.0,232.0,0.0,0.0,0.0,0.0,29.0,12.0,36.0,28.0,9.0,10.0,23.0,11.0,13.0,23.0,21.0,13.0,22.0,17.0,6.0,1.0,27.0,159.0,0.0,6.0,17.0,0.0,10.0
ENSG00000170967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170989,12.0,19.0,9.0,47.0,61.0,99.0,45.0,16.0,16.0,54.0,23.0,52.0,80.0,0.0,0.0,0.0,0.0,5.0,1.0,7.0,1.0,3.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,104.0,0.0,0.0,1.0,0.0,12.0
ENSG00000171004,116.0,223.0,147.0,363.0,494.0,258.0,204.0,242.0,156.0,285.0,132.0,167.0,230.0,0.0,0.0,0.0,0.0,6.0,10.0,12.0,18.0,10.0,5.0,14.0,6.0,14.0,15.0,4.0,8.0,13.0,18.0,5.0,0.0,6.0,563.0,0.0,4.0,10.0,0.0,61.0
ENSG00000171014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171016,129.0,248.0,85.0,236.0,258.0,164.0,125.0,293.0,77.0,262.0,105.0,178.0,181.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,325.0,0.0,0.0,1.0,0.0,25.0
ENSG00000171017,17.0,47.0,16.0,56.0,123.0,108.0,100.0,51.0,10.0,36.0,38.0,35.0,50.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,18.0,5.0,9.0,10.0,6.0,6.0,1.0,5.0,8.0,9.0,6.0,3.0,1.0,6.0,116.0,0.0,2.0,6.0,0.0,19.0
ENSG00000171033,301.0,563.0,237.0,995.0,1457.0,2091.0,507.0,1528.0,772.0,1631.0,190.0,312.0,480.0,0.0,0.0,0.0,4.0,22.0,16.0,18.0,14.0,14.0,11.0,27.0,18.0,20.0,27.0,14.0,21.0,18.0,28.0,11.0,0.0,16.0,1055.0,0.0,6.0,17.0,0.0,108.0
ENSG00000171044,8.0,13.0,0.0,24.0,25.0,64.0,7.0,52.0,18.0,34.0,2.0,20.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,0.0,2.0,32.0,0.0,0.0,2.0,0.0,1.0
ENSG00000171045,23.0,35.0,35.0,90.0,79.0,122.0,81.0,125.0,68.0,103.0,51.0,38.0,115.0,0.0,0.0,0.0,0.0,7.0,8.0,21.0,25.0,10.0,8.0,25.0,8.0,11.0,18.0,15.0,9.0,17.0,18.0,8.0,0.0,19.0,179.0,0.0,3.0,13.0,0.0,19.0
ENSG00000171049,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171051,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
